Date/Time,V10,D10,V70,D70,V80,D80
2019-02-23_18:00:00,9.664,50.6,11.647,286.2,12.038,35.9
2019-02-23_19:00:00,9.767,52.4,12.151,290.8,12.648,40.9
2019-02-23_20:00:00,9.761,53.5,11.802,293.2,12.216,43.4
2019-02-23_21:00:00,9.365,53.1,11.388,293.0,11.793,43.2
2019-02-23_22:00:00,8.658,49.8,10.388,287.0,10.735,36.8
2019-02-23_23:00:00,9.011,50.4,10.694,287.7,11.105,37.6
2019-02-24_00:00:00,8.887,50.0,10.801,289.1,11.208,39.1
2019-02-24_01:00:00,9.578,52.0,11.762,292.3,12.142,42.4
2019-02-24_02:00:00,9.658,55.9,11.167,296.0,11.443,46.3
2019-02-24_03:00:00,8.725,51.4,10.564,290.9,10.930,41.2
2019-02-24_04:00:00,7.966,52.0,9.431,288.2,9.723,38.3
2019-02-24_05:00:00,7.616,54.1,9.472,290.2,9.761,40.5
2019-02-24_06:00:00,7.233,53.6,8.419,288.3,8.761,38.7
2019-02-24_07:00:00,7.232,54.3,8.392,288.0,8.665,38.4
2019-02-24_08:00:00,6.849,52.3,8.199,288.5,8.606,39.2
2019-02-24_09:00:00,7.127,55.0,8.505,290.1,8.910,40.9
2019-02-24_10:00:00,7.188,53.1,8.755,290.5,9.108,41.2
2019-02-24_11:00:00,7.746,56.2,9.127,293.2,9.496,44.2
2019-02-24_12:00:00,7.792,51.6,10.009,289.2,10.454,40.1
2019-02-24_13:00:00,7.782,51.3,9.884,288.1,10.357,38.5
2019-02-24_14:00:00,7.122,50.9,8.722,287.0,9.143,36.9
2019-02-24_15:00:00,6.693,47.9,7.958,284.0,8.302,34.4
2019-02-24_16:00:00,7.026,56.1,8.387,290.1,8.842,40.6
2019-02-24_17:00:00,7.232,53.6,8.857,288.8,9.275,39.0
2019-02-24_18:00:00,6.829,53.7,8.516,290.5,8.959,40.8
2019-02-24_19:00:00,6.490,51.9,7.647,288.2,8.071,38.7
2019-02-24_20:00:00,5.837,50.3,7.112,287.4,7.554,37.3
2019-02-24_21:00:00,5.857,50.9,6.980,288.1,7.362,38.3
2019-02-24_22:00:00,5.425,44.5,6.281,283.7,6.608,33.9
2019-02-24_23:00:00,5.710,51.7,6.841,288.7,7.144,39.0
2019-02-25_00:00:00,5.891,51.8,7.120,291.1,7.300,41.6
2019-02-25_01:00:00,6.275,53.9,7.043,293.0,7.299,43.4
2019-02-25_02:00:00,6.148,55.3,6.359,298.0,6.539,48.9
2019-02-25_03:00:00,6.166,53.7,6.710,293.0,6.859,43.9
2019-02-25_04:00:00,6.266,54.1,6.709,291.7,6.818,42.1
2019-02-25_05:00:00,5.288,62.6,5.450,299.9,5.590,50.3
2019-02-25_06:00:00,7.321,57.8,7.587,297.5,7.714,47.6
2019-02-25_07:00:00,7.235,75.3,7.691,309.6,7.804,61.1
2019-02-25_08:00:00,6.717,67.7,7.029,303.2,7.150,54.3
2019-02-25_09:00:00,6.354,71.1,7.017,305.9,7.125,57.1
2019-02-25_10:00:00,6.120,64.9,6.874,305.7,7.033,57.7
2019-02-25_11:00:00,6.495,66.1,7.194,304.8,7.365,56.5
2019-02-25_12:00:00,7.320,61.1,8.238,300.7,8.446,52.0
2019-02-25_13:00:00,7.611,61.1,8.586,300.8,8.901,52.1
2019-02-25_14:00:00,8.172,57.4,9.107,300.3,9.293,51.8
2019-02-25_15:00:00,8.084,57.1,9.641,298.5,9.921,49.9
2019-02-25_16:00:00,8.299,55.8,9.304,297.1,9.532,48.0
2019-02-25_17:00:00,8.217,55.7,9.660,296.5,10.003,47.3
2019-02-25_18:00:00,8.205,54.7,9.629,293.1,9.945,43.2
2019-02-25_19:00:00,7.710,53.7,9.028,293.5,9.334,43.9
2019-02-25_20:00:00,7.312,55.6,8.828,292.3,9.213,42.6
2019-02-25_21:00:00,7.048,54.5,8.415,293.9,8.793,44.1
2019-02-25_22:00:00,6.377,52.4,7.860,288.9,8.234,38.9
2019-02-25_23:00:00,6.684,54.7,8.029,288.2,8.390,38.4
2019-02-26_00:00:00,7.200,56.0,8.049,292.2,8.311,42.2
2019-02-26_01:00:00,7.816,55.5,8.578,295.1,8.798,45.7
2019-02-26_02:00:00,6.596,66.0,6.986,301.9,7.199,52.7
2019-02-26_03:00:00,7.068,60.4,7.382,299.0,7.485,49.8
2019-02-26_04:00:00,7.211,54.7,8.035,295.4,8.192,46.3
2019-02-26_05:00:00,5.936,63.9,6.397,302.7,6.518,54.0
2019-02-26_06:00:00,6.782,55.4,7.584,295.2,7.802,45.9
2019-02-26_07:00:00,6.230,56.7,7.094,293.3,7.279,43.7
2019-02-26_08:00:00,6.262,54.3,6.843,293.9,7.028,44.9
2019-02-26_09:00:00,5.100,48.2,6.372,286.5,6.733,36.5
2019-02-26_10:00:00,5.847,52.0,7.050,292.1,7.376,42.2
2019-02-26_11:00:00,5.674,50.8,6.961,289.2,7.303,39.1
2019-02-26_12:00:00,5.415,42.2,6.623,284.4,7.044,35.0
2019-02-26_13:00:00,4.798,48.4,6.304,290.4,6.649,41.1
2019-02-26_14:00:00,5.293,49.9,6.542,291.2,6.870,41.8
2019-02-26_15:00:00,4.436,46.0,4.207,295.2,4.314,47.2
2019-02-26_16:00:00,4.712,37.9,4.950,282.6,5.104,35.4
2019-02-26_17:00:00,4.794,38.2,5.178,282.3,5.411,34.2
2019-02-26_18:00:00,4.334,37.0,4.219,285.0,4.367,38.3
2019-02-26_19:00:00,1.640,28.3,1.966,289.5,1.927,46.0
2019-02-26_20:00:00,3.893,30.7,3.372,285.5,3.385,39.6
2019-02-26_21:00:00,3.060,30.5,2.758,291.6,2.737,47.9
2019-02-26_22:00:00,3.193,25.7,2.780,287.8,2.739,44.0
2019-02-26_23:00:00,4.065,33.9,3.755,281.3,3.668,35.0
2019-02-27_00:00:00,2.677,28.0,2.872,284.4,2.956,38.5
2019-02-27_01:00:00,2.066,47.9,2.016,256.3,1.997,2.8
2019-02-27_02:00:00,2.609,219.3,2.286,99.3,2.153,214.6
2019-02-27_03:00:00,2.683,215.3,2.171,106.8,2.026,222.4
2019-02-27_04:00:00,2.943,218.2,2.056,111.9,1.928,226.2
2019-02-27_05:00:00,2.743,217.5,2.047,101.4,1.898,212.1
2019-02-27_06:00:00,2.512,219.4,2.200,105.0,2.196,216.7
2019-02-27_07:00:00,2.859,225.8,2.990,117.7,2.928,227.1
2019-02-27_08:00:00,2.772,223.4,3.300,117.8,3.352,228.2
2019-02-27_09:00:00,1.083,180.9,1.243,99.1,1.470,216.6
2019-02-27_10:00:00,0.672,140.5,0.782,131.4,0.950,241.9
2019-02-27_11:00:00,0.905,196.3,1.076,55.9,0.985,171.8
2019-02-27_12:00:00,0.894,107.4,1.410,4.8,1.474,115.6
2019-02-27_13:00:00,1.857,70.9,2.113,335.4,2.145,92.0
2019-02-27_14:00:00,3.295,65.3,3.814,313.4,3.943,66.7
2019-02-27_15:00:00,2.980,49.9,3.642,288.7,3.788,39.4
2019-02-27_16:00:00,3.834,48.2,4.342,290.7,4.451,42.1
2019-02-27_17:00:00,5.760,41.6,6.246,282.5,6.580,33.4
2019-02-27_18:00:00,5.077,44.2,6.155,288.0,6.494,39.3
2019-02-27_19:00:00,5.456,48.2,6.841,288.0,7.240,39.1
2019-02-27_20:00:00,6.284,53.6,6.977,294.0,7.215,44.6
2019-02-27_21:00:00,4.813,52.9,5.466,293.7,5.677,44.8
2019-02-27_22:00:00,4.194,54.7,4.635,295.0,4.741,45.9
2019-02-27_23:00:00,6.385,50.0,7.770,289.4,8.059,39.9
2019-02-28_00:00:00,6.012,50.5,7.288,289.5,7.566,40.5
2019-02-28_01:00:00,8.150,50.6,9.645,289.3,9.969,39.5
2019-02-28_02:00:00,7.848,54.6,9.064,290.4,9.432,40.5
2019-02-28_03:00:00,7.281,55.1,7.982,291.1,8.221,41.4
2019-02-28_04:00:00,6.305,57.2,6.594,298.1,6.693,49.0
2019-02-28_05:00:00,4.097,78.2,4.477,312.3,4.550,64.9
2019-02-28_06:00:00,5.536,76.5,5.945,314.1,5.996,65.7
2019-02-28_07:00:00,5.368,65.9,5.635,303.1,5.766,54.8
2019-02-28_08:00:00,7.346,58.9,8.129,298.1,8.389,49.1
2019-02-28_09:00:00,8.707,56.5,9.630,296.2,9.864,46.9
2019-02-28_10:00:00,8.748,57.5,9.819,298.6,10.093,49.4
2019-02-28_11:00:00,5.280,75.4,6.007,314.0,6.126,66.0
2019-02-28_12:00:00,6.625,57.5,7.081,299.9,7.264,51.1
2019-02-28_13:00:00,8.870,54.9,9.998,295.7,10.243,46.6
2019-02-28_14:00:00,8.211,54.6,9.529,291.6,9.852,42.5
2019-02-28_15:00:00,7.586,51.4,8.917,287.8,9.266,38.5
2019-02-28_16:00:00,7.644,47.2,8.807,285.5,9.128,35.9
2019-02-28_17:00:00,6.747,48.2,8.789,287.0,9.301,37.7
2019-02-28_18:00:00,6.817,47.6,9.064,285.8,9.577,36.6
2019-02-28_19:00:00,7.149,50.1,8.754,286.7,9.208,37.0
2019-02-28_20:00:00,7.176,51.5,8.862,289.9,9.295,40.6
2019-02-28_21:00:00,6.615,53.5,7.966,292.2,8.316,43.3
2019-02-28_22:00:00,6.312,48.4,7.980,287.2,8.328,38.2
2019-02-28_23:00:00,6.055,47.8,7.362,287.3,7.800,37.9
2019-03-01_00:00:00,6.365,47.4,7.845,284.8,8.291,35.0
2019-03-01_01:00:00,6.475,48.7,7.872,286.6,8.326,36.9
2019-03-01_02:00:00,6.429,48.6,7.379,284.8,7.744,35.0
2019-03-01_03:00:00,6.947,51.5,8.039,286.0,8.377,36.4
2019-03-01_04:00:00,7.035,56.4,7.337,291.9,7.503,41.8
2019-03-01_05:00:00,6.148,54.2,6.459,285.5,6.609,35.0
2019-03-01_06:00:00,5.695,57.4,5.974,295.1,6.003,44.9
2019-03-01_07:00:00,5.126,56.0,5.349,291.1,5.380,40.8
2019-03-01_08:00:00,4.667,73.4,4.894,308.7,4.920,59.8
2019-03-01_09:00:00,4.030,76.0,4.298,312.1,4.320,63.2
2019-03-01_10:00:00,5.351,58.7,5.788,298.0,5.894,48.6
2019-03-01_11:00:00,6.467,53.4,6.819,294.3,6.998,45.0
2019-03-01_12:00:00,6.601,50.6,8.044,291.2,8.351,41.6
2019-03-01_13:00:00,6.497,50.9,8.026,289.7,8.439,39.9
2019-03-01_14:00:00,5.722,45.7,6.993,285.5,7.436,36.2
2019-03-01_15:00:00,5.538,46.4,7.014,286.0,7.438,36.1
2019-03-01_16:00:00,5.641,46.1,6.972,286.0,7.350,36.8
2019-03-01_17:00:00,6.544,41.8,7.484,281.4,7.911,31.5
2019-03-01_18:00:00,5.936,42.1,7.109,281.2,7.546,31.5
2019-03-01_19:00:00,5.221,42.8,6.469,285.1,6.823,35.7
2019-03-01_20:00:00,4.850,40.5,5.444,285.1,5.767,36.4
2019-03-01_21:00:00,4.508,42.6,5.168,280.8,5.455,31.5
2019-03-01_22:00:00,6.119,37.9,6.211,278.2,6.319,28.6
2019-03-01_23:00:00,5.012,35.5,5.205,274.6,5.339,26.0
2019-03-02_00:00:00,4.140,36.3,4.411,271.4,4.451,21.4
2019-03-02_01:00:00,3.375,13.7,3.781,249.4,3.652,0.8
2019-03-02_02:00:00,1.735,15.8,1.559,165.0,1.474,246.6
2019-03-02_03:00:00,2.043,243.5,1.862,148.9,1.803,264.0
2019-03-02_04:00:00,2.870,227.0,2.542,120.8,2.448,231.0
2019-03-02_05:00:00,3.035,214.9,2.786,111.4,2.746,223.9
2019-03-02_06:00:00,2.163,204.8,1.984,101.8,1.982,216.3
2019-03-02_07:00:00,1.836,229.2,2.398,111.9,2.476,220.9
2019-03-02_08:00:00,1.699,181.2,1.490,76.6,1.525,193.8
2019-03-02_09:00:00,1.128,204.6,1.123,99.0,1.235,206.7
2019-03-02_10:00:00,1.768,238.0,2.593,108.5,2.693,219.1
2019-03-02_11:00:00,0.956,228.3,1.640,115.9,1.798,220.7
2019-03-02_12:00:00,1.518,54.7,1.039,12.6,1.022,146.7
2019-03-02_13:00:00,2.165,51.0,1.615,293.9,1.451,36.0
2019-03-02_14:00:00,1.999,50.0,1.924,315.8,1.773,73.4
2019-03-02_15:00:00,0.724,222.0,1.241,47.9,1.096,161.5
2019-03-02_16:00:00,1.722,95.9,1.335,314.0,1.198,61.8
2019-03-02_17:00:00,2.381,66.6,2.290,291.9,2.223,43.7
2019-03-02_18:00:00,1.516,73.2,1.432,291.2,1.402,35.9
2019-03-02_19:00:00,2.354,38.4,2.653,276.2,2.674,26.6
2019-03-02_20:00:00,2.482,16.7,2.405,251.8,2.349,2.5
2019-03-02_21:00:00,3.941,46.2,4.335,288.1,4.383,39.8
2019-03-02_22:00:00,2.904,31.7,3.133,275.8,3.178,25.5
2019-03-02_23:00:00,5.346,40.7,6.558,274.8,6.757,22.1
2019-03-03_00:00:00,2.763,24.7,3.236,249.6,3.438,358.5
2019-03-03_01:00:00,4.284,36.0,4.830,277.8,4.877,27.9
2019-03-03_02:00:00,1.706,270.2,1.749,190.1,1.811,324.9
2019-03-03_03:00:00,1.830,169.2,1.870,37.7,1.806,150.6
2019-03-03_04:00:00,1.851,102.0,2.003,345.6,2.017,90.6
2019-03-03_05:00:00,0.875,123.4,0.786,284.9,0.764,0.5
2019-03-03_06:00:00,3.524,13.3,4.319,243.9,4.313,354.2
2019-03-03_07:00:00,2.513,32.0,2.761,248.4,2.623,356.1
2019-03-03_08:00:00,2.447,99.0,2.299,328.5,2.276,76.4
2019-03-03_09:00:00,2.068,82.5,2.200,323.2,2.241,72.3
2019-03-03_10:00:00,1.531,28.6,1.876,319.8,1.901,77.0
2019-03-03_11:00:00,4.078,7.8,1.829,280.0,1.705,35.8
2019-03-03_12:00:00,3.856,9.4,1.926,271.0,1.735,33.4
2019-03-03_13:00:00,4.878,14.1,3.279,271.3,3.028,25.1
2019-03-03_14:00:00,4.116,8.8,1.956,273.8,1.836,28.3
2019-03-03_15:00:00,2.102,26.7,3.029,270.2,3.142,23.4
2019-03-03_16:00:00,3.181,35.8,4.217,270.7,4.270,21.1
2019-03-03_17:00:00,3.904,45.4,4.602,279.9,4.745,30.1
2019-03-03_18:00:00,5.006,52.9,5.434,287.0,5.665,37.1
2019-03-03_19:00:00,4.354,59.3,4.813,295.4,4.916,45.8
2019-03-03_20:00:00,3.786,70.0,4.401,308.4,4.540,59.4
2019-03-03_21:00:00,2.446,83.0,3.041,316.0,3.095,68.7
2019-03-03_22:00:00,3.977,68.6,4.506,306.1,4.583,56.6
2019-03-03_23:00:00,4.894,64.6,5.366,303.3,5.413,54.7
2019-03-04_00:00:00,5.523,68.2,6.080,303.7,6.214,55.4
2019-03-04_01:00:00,6.216,63.0,6.609,299.5,6.760,50.7
2019-03-04_02:00:00,6.226,74.7,6.628,308.9,6.756,59.7
2019-03-04_03:00:00,6.847,71.5,6.815,308.0,6.887,60.7
2019-03-04_04:00:00,6.517,72.0,6.951,307.9,7.116,61.2
2019-03-04_05:00:00,6.222,73.1,6.252,308.1,6.381,59.4
2019-03-04_06:00:00,5.870,94.2,6.182,327.0,6.277,79.2
2019-03-04_07:00:00,7.711,98.4,8.872,334.4,8.916,86.3
2019-03-04_08:00:00,6.998,90.2,7.942,328.7,8.012,81.8
2019-03-04_09:00:00,7.714,85.7,9.313,324.0,9.375,77.0
2019-03-04_10:00:00,6.751,67.9,7.720,308.0,7.893,59.9
2019-03-04_11:00:00,6.988,60.0,7.881,301.6,8.075,53.4
2019-03-04_12:00:00,7.538,59.1,8.658,301.2,8.899,53.3
2019-03-04_13:00:00,7.377,58.4,8.502,300.4,8.720,52.4
2019-03-04_14:00:00,8.709,53.0,10.614,294.3,10.920,44.4
2019-03-04_15:00:00,8.406,54.2,9.944,294.6,10.243,45.3
2019-03-04_16:00:00,7.108,55.9,8.740,294.3,9.044,44.5
2019-03-04_17:00:00,8.094,55.6,9.451,293.6,9.800,43.6
2019-03-04_18:00:00,7.796,57.3,8.642,298.3,8.852,48.8
2019-03-04_19:00:00,8.177,55.1,9.220,297.4,9.533,49.1
2019-03-04_20:00:00,7.946,56.5,8.767,297.7,9.070,48.3
2019-03-04_21:00:00,8.800,52.9,10.233,293.7,10.546,44.5
2019-03-04_22:00:00,9.058,54.4,10.600,292.7,11.006,42.9
2019-03-04_23:00:00,8.222,54.5,10.084,290.9,10.518,41.8
2019-03-05_00:00:00,8.745,52.2,10.242,291.1,10.568,41.2
2019-03-05_01:00:00,6.520,52.1,7.874,289.1,8.213,39.1
2019-03-05_02:00:00,6.295,47.4,7.313,283.2,7.620,33.2
2019-03-05_03:00:00,6.926,44.9,7.587,281.5,7.851,31.5
2019-03-05_04:00:00,7.030,38.8,7.491,277.1,7.687,27.3
2019-03-05_05:00:00,9.268,32.9,9.745,272.4,9.806,22.2
2019-03-05_06:00:00,9.264,16.6,11.370,252.6,11.441,3.8
2019-03-05_07:00:00,7.682,9.3,9.096,244.2,9.356,356.1
2019-03-05_08:00:00,4.646,15.3,5.451,255.0,5.509,6.3
2019-03-05_09:00:00,2.137,5.7,2.542,254.5,2.464,4.3
2019-03-05_10:00:00,1.290,120.8,1.482,346.4,1.446,95.2
2019-03-05_11:00:00,1.862,94.2,2.046,344.8,1.993,97.2
2019-03-05_12:00:00,2.178,70.8,2.514,314.9,2.552,67.6
2019-03-05_13:00:00,1.945,61.8,2.317,294.3,2.424,47.5
2019-03-05_14:00:00,3.893,57.6,4.638,303.6,4.830,55.3
2019-03-05_15:00:00,1.702,76.0,2.447,327.8,2.490,80.6
2019-03-05_16:00:00,1.880,28.5,2.501,275.0,2.569,28.1
2019-03-05_17:00:00,1.113,11.0,1.488,272.7,1.569,23.9
2019-03-05_18:00:00,1.726,331.5,2.217,203.6,2.118,313.6
2019-03-05_19:00:00,2.294,350.7,2.398,210.1,2.284,317.1
2019-03-05_20:00:00,1.728,352.5,1.874,191.3,1.811,297.7
2019-03-05_21:00:00,2.283,292.4,2.900,142.4,2.821,250.5
2019-03-05_22:00:00,2.095,284.0,3.100,170.0,3.144,279.6
2019-03-05_23:00:00,2.043,15.0,2.303,222.5,2.165,325.2
2019-03-06_00:00:00,1.657,23.7,3.043,251.2,3.122,359.1
2019-03-06_01:00:00,0.674,87.8,0.970,209.9,1.062,316.2
2019-03-06_02:00:00,1.325,86.2,1.341,300.3,1.369,41.1
2019-03-06_03:00:00,1.452,113.5,1.631,302.9,1.730,49.4
2019-03-06_04:00:00,1.273,186.8,1.314,259.7,1.352,6.1
2019-03-06_05:00:00,1.213,93.1,1.464,283.2,1.546,28.9
2019-03-06_06:00:00,1.879,98.1,2.144,315.7,2.182,66.5
2019-03-06_07:00:00,4.386,85.1,4.992,321.5,5.035,73.0
2019-03-06_08:00:00,4.619,59.4,5.356,303.2,5.505,55.2
2019-03-06_09:00:00,6.372,83.8,7.478,325.4,7.648,78.9
2019-03-06_10:00:00,7.013,83.4,8.477,325.9,8.665,78.9
2019-03-06_11:00:00,7.180,77.7,8.510,319.8,8.645,72.9
2019-03-06_12:00:00,7.275,76.1,8.507,313.7,8.668,66.0
2019-03-06_13:00:00,5.958,71.4,7.226,310.7,7.486,62.9
2019-03-06_14:00:00,6.878,65.7,7.968,307.9,8.250,59.5
2019-03-06_15:00:00,7.076,70.4,8.287,308.4,8.509,59.8
2019-03-06_16:00:00,7.933,71.3,9.222,309.0,9.503,61.2
2019-03-06_17:00:00,8.686,72.6,10.162,309.3,10.360,60.9
2019-03-06_18:00:00,9.691,73.0,11.235,310.4,11.465,62.2
2019-03-06_19:00:00,8.946,73.9,10.398,311.5,10.578,63.1
2019-03-06_20:00:00,8.611,74.4,9.953,310.2,10.165,61.6
2019-03-06_21:00:00,8.057,68.4,9.311,306.5,9.610,57.9
2019-03-06_22:00:00,7.941,64.9,9.039,303.9,9.324,55.1
2019-03-06_23:00:00,7.634,66.6,8.768,303.7,8.999,54.8
2019-03-07_00:00:00,8.151,66.6,8.902,303.8,9.090,55.0
2019-03-07_01:00:00,8.598,62.8,9.807,302.3,9.988,53.6
2019-03-07_02:00:00,10.218,64.2,12.238,302.6,12.472,53.9
2019-03-07_03:00:00,10.123,64.6,12.012,302.8,12.283,53.9
2019-03-07_04:00:00,10.346,60.0,12.227,300.9,12.561,52.0
2019-03-07_05:00:00,11.041,61.7,12.697,301.0,13.020,52.4
2019-03-07_06:00:00,9.275,61.6,11.059,301.3,11.397,52.1
2019-03-07_07:00:00,8.716,63.5,10.416,302.0,10.715,52.9
2019-03-07_08:00:00,9.160,60.6,10.627,299.8,10.852,50.8
2019-03-07_09:00:00,8.591,65.5,9.648,304.7,9.838,55.8
2019-03-07_10:00:00,9.405,67.6,11.141,306.8,11.326,58.3
2019-03-07_11:00:00,9.898,67.6,11.593,305.9,11.781,57.5
2019-03-07_12:00:00,9.078,64.8,10.658,303.8,10.868,54.8
2019-03-07_13:00:00,9.366,63.0,10.767,302.6,11.052,53.4
2019-03-07_14:00:00,10.268,57.3,12.063,296.5,12.440,46.5
2019-03-07_15:00:00,9.090,58.3,10.353,297.9,10.634,48.9
2019-03-07_16:00:00,8.828,58.5,10.579,299.5,10.828,50.4
2019-03-07_17:00:00,10.729,54.6,13.085,293.5,13.541,43.6
2019-03-07_18:00:00,9.806,51.2,12.281,287.9,12.745,37.6
2019-03-07_19:00:00,9.521,49.8,12.131,287.6,12.504,37.5
2019-03-07_20:00:00,10.059,55.0,12.505,289.4,12.899,39.4
2019-03-07_21:00:00,10.253,54.1,12.728,290.6,13.195,40.9
2019-03-07_22:00:00,10.469,54.8,12.731,292.6,13.194,43.0
2019-03-07_23:00:00,10.314,52.3,12.788,289.5,13.325,39.4
2019-03-08_00:00:00,10.441,54.2,12.786,291.2,13.262,41.0
2019-03-08_01:00:00,9.934,54.7,12.007,291.6,12.373,41.3
2019-03-08_02:00:00,9.160,55.6,11.011,292.4,11.374,42.8
2019-03-08_03:00:00,9.622,53.8,11.538,292.5,11.968,42.6
2019-03-08_04:00:00,9.271,54.2,11.095,290.8,11.515,41.1
2019-03-08_05:00:00,9.005,54.3,10.734,292.8,11.035,43.2
2019-03-08_06:00:00,8.885,55.8,10.099,295.0,10.359,45.5
2019-03-08_07:00:00,8.959,54.6,10.312,295.2,10.586,45.7
2019-03-08_08:00:00,8.896,55.4,10.079,296.3,10.364,47.5
2019-03-08_09:00:00,8.832,54.9,10.688,294.9,11.005,45.9
2019-03-08_10:00:00,9.258,52.1,11.681,291.7,12.096,41.9
2019-03-08_11:00:00,7.495,52.1,9.672,290.1,10.054,40.6
2019-03-08_12:00:00,8.503,53.9,10.776,294.8,11.049,46.0
2019-03-08_13:00:00,8.877,51.3,11.457,290.1,11.955,40.4
2019-03-08_14:00:00,7.689,45.2,9.608,282.0,10.006,32.0
2019-03-08_15:00:00,8.161,43.2,9.699,281.6,10.008,31.4
2019-03-08_16:00:00,7.921,47.6,10.041,286.4,10.583,37.2
2019-03-08_17:00:00,8.444,39.9,9.746,279.9,10.130,30.2
2019-03-08_18:00:00,8.635,38.1,9.546,280.0,9.839,30.2
2019-03-08_19:00:00,8.552,35.0,9.863,278.3,10.149,29.2
2019-03-08_20:00:00,7.976,37.1,9.254,281.6,9.668,32.3
2019-03-08_21:00:00,7.743,38.7,9.374,282.8,9.918,33.2
2019-03-08_22:00:00,6.999,46.1,9.596,288.5,10.173,39.4
2019-03-08_23:00:00,6.956,44.8,9.353,287.1,9.950,37.6
2019-03-09_00:00:00,6.905,44.9,9.275,287.4,9.809,38.2
2019-03-09_01:00:00,7.312,40.9,8.946,284.2,9.453,34.8
2019-03-09_02:00:00,6.495,36.8,7.771,282.3,8.043,33.9
2019-03-09_03:00:00,6.204,38.4,6.856,280.9,7.109,31.9
2019-03-09_04:00:00,5.980,37.0,6.397,281.6,6.546,33.3
2019-03-09_05:00:00,6.642,19.8,7.001,267.2,7.039,19.2
2019-03-09_06:00:00,6.340,12.4,5.347,266.9,5.265,20.9
2019-03-09_07:00:00,2.028,71.2,2.601,293.3,2.684,41.8
2019-03-09_08:00:00,3.238,7.8,3.746,257.4,3.575,10.7
2019-03-09_09:00:00,1.213,113.6,1.923,318.5,2.014,63.9
2019-03-09_10:00:00,1.263,70.1,2.174,292.2,2.233,35.9
2019-03-09_11:00:00,1.021,96.4,1.875,303.1,2.066,47.5
2019-03-09_12:00:00,1.927,77.7,2.590,334.0,2.651,85.7
2019-03-09_13:00:00,2.324,77.7,2.674,322.6,2.828,71.6
2019-03-09_14:00:00,1.895,63.7,2.486,300.0,2.643,50.7
2019-03-09_15:00:00,1.556,70.0,2.129,311.2,2.222,63.4
2019-03-09_16:00:00,1.497,303.3,1.539,233.3,1.560,352.4
2019-03-09_17:00:00,1.631,37.3,1.422,305.9,1.420,79.5
2019-03-09_18:00:00,3.877,39.5,4.230,274.4,4.188,24.3
2019-03-09_19:00:00,4.282,37.5,4.941,274.3,5.018,23.8
2019-03-09_20:00:00,1.776,76.3,2.214,321.0,2.371,71.0
2019-03-09_21:00:00,2.314,88.9,3.001,333.8,3.065,86.8
2019-03-09_22:00:00,3.446,81.8,4.017,317.7,4.022,69.8
2019-03-09_23:00:00,3.451,59.0,4.052,300.0,4.188,51.7
2019-03-10_00:00:00,2.813,63.0,3.122,303.4,3.171,56.4
2019-03-10_01:00:00,1.735,51.0,2.464,299.3,2.675,52.1
2019-03-10_02:00:00,1.729,52.6,2.279,290.6,2.404,44.3
2019-03-10_03:00:00,1.030,133.8,1.133,3.8,1.119,111.4
2019-03-10_04:00:00,2.211,91.7,2.243,332.2,2.236,83.2
2019-03-10_05:00:00,1.995,118.0,1.919,340.9,1.915,89.6
2019-03-10_06:00:00,2.209,90.2,2.214,326.7,2.243,77.1
2019-03-10_07:00:00,1.565,130.0,1.576,348.7,1.574,94.5
2019-03-10_08:00:00,2.657,98.9,2.803,336.4,2.826,87.9
2019-03-10_09:00:00,0.988,97.8,0.865,322.3,0.898,72.6
2019-03-10_10:00:00,1.288,103.2,1.793,345.9,1.792,96.6
2019-03-10_11:00:00,1.871,82.7,2.974,344.9,3.057,96.6
2019-03-10_12:00:00,2.793,71.3,3.788,332.3,3.970,86.2
2019-03-10_13:00:00,2.586,51.4,3.021,310.7,3.262,63.3
2019-03-10_14:00:00,2.612,53.6,3.395,322.5,3.575,76.0
2019-03-10_15:00:00,4.170,44.5,4.922,296.0,5.086,47.5
2019-03-10_16:00:00,4.508,46.1,5.171,295.0,5.227,46.5
2019-03-10_17:00:00,4.293,42.2,4.941,288.2,5.110,39.4
2019-03-10_18:00:00,4.407,40.7,5.785,284.9,6.215,35.9
2019-03-10_19:00:00,4.993,41.2,6.630,284.2,7.070,34.7
2019-03-10_20:00:00,6.162,56.5,7.555,296.9,7.789,47.9
2019-03-10_21:00:00,7.190,55.9,8.785,294.7,9.070,45.3
2019-03-10_22:00:00,6.838,57.5,7.613,298.9,7.790,50.3
2019-03-10_23:00:00,6.476,59.6,7.081,299.1,7.331,50.3
2019-03-11_00:00:00,5.305,57.7,6.154,298.7,6.260,49.6
2019-03-11_01:00:00,5.017,63.4,5.524,302.8,5.563,54.5
2019-03-11_02:00:00,4.599,64.3,4.966,299.8,5.015,51.2
2019-03-11_03:00:00,4.034,59.6,4.096,299.2,4.079,50.2
2019-03-11_04:00:00,3.478,76.0,3.690,313.4,3.725,64.6
2019-03-11_05:00:00,3.872,94.3,4.001,332.3,4.000,83.7
2019-03-11_06:00:00,3.573,112.3,3.639,345.5,3.596,96.1
2019-03-11_07:00:00,3.912,128.1,3.993,1.9,3.931,113.1
2019-03-11_08:00:00,2.896,149.4,3.587,15.4,3.470,124.5
2019-03-11_09:00:00,2.916,103.1,3.607,342.0,3.630,94.5
2019-03-11_10:00:00,2.963,79.3,3.849,337.0,4.018,90.2
