,spd70,end_var
2019-02-18 00:00:00,9.70,3.25
2019-02-18 06:00:00,4.90,1.36
2019-02-18 12:00:00,2.24,2.54
2019-02-18 18:00:00,1.58,0.85
2019-02-19 00:00:00,0.80,1.40
2019-02-19 06:00:00,4.14,2.15
2019-02-19 12:00:00,3.89,1.47
2019-02-19 18:00:00,5.64,2.42
2019-02-20 00:00:00,6.19,2.43
2019-02-20 06:00:00,3.08,1.82
2019-02-20 12:00:00,4.25,1.97
2019-02-20 18:00:00,7.75,1.54
2019-02-21 00:00:00,8.90,2.64
2019-02-21 06:00:00,5.52,3.18
2019-02-21 12:00:00,6.99,1.67
2019-02-21 18:00:00,8.21,1.97
2019-02-22 00:00:00,5.78,2.08
2019-02-22 06:00:00,4.60,2.21
2019-02-22 12:00:00,6.83,1.90
2019-02-22 18:00:00,7.60,0.76
2019-02-23 00:00:00,8.10,1.86
2019-02-23 06:00:00,10.29,0.76
2019-02-23 12:00:00,10.43,3.22
2019-02-23 18:00:00,11.65,2.08
2019-02-24 00:00:00,10.80,4.56
2019-02-24 06:00:00,8.42,7.99
2019-02-24 12:00:00,10.01,9.06
2019-02-24 18:00:00,8.52,10.31
2019-02-25 00:00:00,7.12,9.12
2019-02-25 06:00:00,7.59,6.91
2019-02-25 12:00:00,8.24,6.19
2019-02-25 18:00:00,9.63,5.46
2019-02-26 00:00:00,8.05,5.24
2019-02-26 06:00:00,7.58,7.37
2019-02-26 12:00:00,6.62,7.08
2019-02-26 18:00:00,4.22,4.21
2019-02-27 00:00:00,2.87,2.63
2019-02-27 06:00:00,2.20,3.53
2019-02-27 12:00:00,1.41,3.04
2019-02-27 18:00:00,6.16,3.99
2019-02-28 00:00:00,7.29,4.43
2019-02-28 06:00:00,5.95,9.73
2019-02-28 12:00:00,7.08,11.61
2019-02-28 18:00:00,9.06,11.41
2019-03-01 00:00:00,7.84,12.50
2019-03-01 06:00:00,5.97,15.44
2019-03-01 12:00:00,8.04,8.21
2019-03-01 18:00:00,7.11,4.09
2019-03-02 00:00:00,4.41,2.36
2019-03-02 06:00:00,1.98,7.31
2019-03-02 12:00:00,1.04,6.63
2019-03-02 18:00:00,1.43,4.28
2019-03-03 00:00:00,3.24,7.16
2019-03-03 06:00:00,4.32,6.09
2019-03-03 12:00:00,1.93,7.03
2019-03-03 18:00:00,5.43,8.69
2019-03-04 00:00:00,6.08,5.94
2019-03-04 06:00:00,6.18,6.44
2019-03-04 12:00:00,8.66,5.14
2019-03-04 18:00:00,8.64,3.57
2019-03-05 00:00:00,10.24,2.85
2019-03-05 06:00:00,11.37,1.45
2019-03-05 12:00:00,2.51,2.06
2019-03-05 18:00:00,2.22,4.53
2019-03-06 00:00:00,3.04,2.49
2019-03-06 06:00:00,2.14,1.49
2019-03-06 12:00:00,8.51,5.39
2019-03-06 18:00:00,11.23,4.06
2019-03-07 00:00:00,8.90,3.17
2019-03-07 06:00:00,11.06,4.25
2019-03-07 12:00:00,10.66,4.41
2019-03-07 18:00:00,12.28,7.83
2019-03-08 00:00:00,12.79,6.55
2019-03-08 06:00:00,10.10,7.05
2019-03-08 12:00:00,10.78,8.69
2019-03-08 18:00:00,9.55,8.27
2019-03-09 00:00:00,9.28,7.52
2019-03-09 06:00:00,5.35,7.73
2019-03-09 12:00:00,2.59,7.66
2019-03-09 18:00:00,4.23,7.24
2019-03-10 00:00:00,3.12,6.77
2019-03-10 06:00:00,2.21,6.31
2019-03-10 12:00:00,3.79,5.37
2019-03-10 18:00:00,5.79,4.48
2019-03-11 00:00:00,6.15,4.32
2019-03-11 06:00:00,3.64,2.92
2019-03-11 12:00:00,3.82,0.86
2019-03-11 18:00:00,5.67,1.90
2019-03-12 00:00:00,5.35,1.35
2019-03-12 06:00:00,4.39,2.67
2019-03-12 12:00:00,3.45,3.86
2019-03-12 18:00:00,6.51,6.13
2019-03-13 00:00:00,7.88,5.55
2019-03-13 06:00:00,10.46,9.55
2019-03-13 12:00:00,11.47,6.94
2019-03-13 18:00:00,9.06,5.16
2019-03-14 00:00:00,4.54,3.57
2019-03-14 06:00:00,6.67,7.01
2019-03-14 12:00:00,10.14,4.96
2019-03-14 18:00:00,8.54,3.39
2019-03-15 00:00:00,6.78,1.97
2019-03-15 06:00:00,8.80,2.07
2019-03-15 12:00:00,5.29,2.22
2019-03-15 18:00:00,8.90,1.78
2019-03-16 00:00:00,10.42,3.82
2019-03-16 06:00:00,11.43,6.91
2019-03-16 12:00:00,9.68,4.95
2019-03-16 18:00:00,6.75,4.73
2019-03-17 00:00:00,6.69,4.86
2019-03-17 06:00:00,5.92,4.46
2019-03-17 12:00:00,8.30,2.65
2019-03-17 18:00:00,7.32,3.61
2019-03-18 00:00:00,2.46,5.80
2019-03-18 06:00:00,2.61,5.42
2019-03-18 12:00:00,0.45,3.71
2019-03-18 18:00:00,1.81,2.42
2019-03-19 00:00:00,4.31,1.31
2019-03-19 06:00:00,5.26,1.97
2019-03-19 12:00:00,5.84,2.86
2019-03-19 18:00:00,6.03,1.81
2019-03-20 00:00:00,2.09,2.50
2019-03-20 06:00:00,4.18,6.64
2019-03-20 12:00:00,7.58,3.47
2019-03-20 18:00:00,8.49,5.18
2019-03-21 00:00:00,7.97,5.59
2019-03-21 06:00:00,6.77,8.30
2019-03-21 12:00:00,4.54,4.14
2019-03-21 18:00:00,11.12,6.07
2019-03-22 00:00:00,10.70,5.52
2019-03-22 06:00:00,12.56,5.82
2019-03-22 12:00:00,11.33,2.00
2019-03-22 18:00:00,12.09,6.27
2019-03-23 00:00:00,11.33,6.74
2019-03-23 06:00:00,11.87,6.69
2019-03-23 12:00:00,13.61,6.45
2019-03-23 18:00:00,11.36,4.88
2019-03-24 00:00:00,11.49,5.24
2019-03-24 06:00:00,10.22,6.92
2019-03-24 12:00:00,9.53,5.63
2019-03-24 18:00:00,7.37,4.42
2019-03-25 00:00:00,5.31,5.82
2019-03-25 06:00:00,1.49,3.21
2019-03-25 12:00:00,3.78,2.93
2019-03-25 18:00:00,8.68,3.35
2019-03-26 00:00:00,7.43,3.88
2019-03-26 06:00:00,6.87,2.56
2019-03-26 12:00:00,5.65,3.64
2019-03-26 18:00:00,7.48,5.21
2019-03-27 00:00:00,1.07,6.34
2019-03-27 06:00:00,3.88,6.78
2019-03-27 12:00:00,6.30,3.11
2019-03-27 18:00:00,6.33,2.70
2019-03-28 00:00:00,6.89,3.61
2019-03-28 06:00:00,8.06,3.60
2019-03-28 12:00:00,9.56,3.35
2019-03-28 18:00:00,3.62,2.38
2019-03-29 00:00:00,6.54,0.75
2019-03-29 06:00:00,4.23,3.71
2019-03-29 12:00:00,7.10,3.52
2019-03-29 18:00:00,6.40,3.21
2019-03-30 00:00:00,3.95,1.35
2019-03-30 06:00:00,3.66,2.07
2019-03-30 12:00:00,6.49,4.43
2019-03-30 18:00:00,10.49,1.75
2019-03-31 00:00:00,13.23,2.91
2019-03-31 06:00:00,13.11,3.64
2019-03-31 12:00:00,12.81,3.78
2019-03-31 18:00:00,11.12,3.93
2019-04-01 00:00:00,11.52,6.03
2019-04-01 06:00:00,11.20,12.66
2019-04-01 12:00:00,10.04,7.63
2019-04-01 18:00:00,9.87,4.74
2019-04-02 00:00:00,7.79,4.55
2019-04-02 06:00:00,6.48,3.52
2019-04-02 12:00:00,6.17,5.91
2019-04-02 18:00:00,6.23,3.81
2019-04-03 00:00:00,7.87,4.52
2019-04-03 12:00:00,11.11,5.30
2019-04-03 18:00:00,10.00,2.96
2019-04-04 00:00:00,8.36,2.04
2019-04-04 06:00:00,5.68,1.45
2019-04-04 12:00:00,2.79,3.70
2019-04-04 18:00:00,1.95,5.59
2019-04-05 00:00:00,1.83,6.49
2019-04-05 06:00:00,2.26,7.59
2019-04-05 12:00:00,4.72,3.38
2019-04-05 18:00:00,3.80,3.98
2019-04-06 00:00:00,1.08,2.77
2019-04-06 06:00:00,3.73,5.27
2019-04-06 12:00:00,5.42,5.24
2019-04-06 18:00:00,6.03,4.61
2019-04-07 00:00:00,2.57,5.03
2019-04-07 06:00:00,2.85,7.24
2019-04-07 12:00:00,3.06,5.34
2019-04-07 18:00:00,3.83,2.86
2019-04-08 00:00:00,1.56,1.74
2019-04-08 06:00:00,3.22,1.93
2019-04-08 12:00:00,5.07,2.42
2019-04-08 18:00:00,7.82,3.06
2019-04-09 00:00:00,6.36,3.45
2019-04-09 06:00:00,8.25,1.54
2019-04-09 12:00:00,5.53,5.70
2019-04-09 18:00:00,7.03,2.35
2019-04-10 00:00:00,2.22,1.75
2019-04-10 06:00:00,6.66,2.67
2019-04-10 12:00:00,9.12,3.04
2019-04-10 18:00:00,10.47,2.38
2019-04-11 00:00:00,7.27,2.11
2019-04-11 06:00:00,4.39,5.05
2019-04-11 12:00:00,9.08,5.35
2019-04-11 18:00:00,7.54,6.63
2019-04-12 00:00:00,9.92,5.98
2019-04-12 06:00:00,8.82,8.21
2019-04-12 12:00:00,9.59,2.54
2019-04-12 18:00:00,8.08,2.93
2019-04-13 00:00:00,6.43,2.07
2019-04-13 06:00:00,4.06,2.84
2019-04-13 12:00:00,3.44,5.07
2019-04-13 18:00:00,2.84,12.65
2019-04-14 00:00:00,3.36,7.26
2019-04-14 06:00:00,1.31,6.51
2019-04-14 12:00:00,10.20,3.66
2019-04-14 18:00:00,11.46,2.39
2019-04-15 00:00:00,12.48,1.97
2019-04-15 06:00:00,10.40,4.61
2019-04-15 12:00:00,8.71,5.85
2019-04-15 18:00:00,9.71,1.71
2019-04-16 00:00:00,5.57,2.24
2019-04-16 06:00:00,1.17,0.92
2019-04-16 12:00:00,1.41,2.00
2019-04-16 18:00:00,2.83,2.65
2019-04-17 00:00:00,1.64,3.88
2019-04-17 06:00:00,3.75,4.21
2019-04-17 12:00:00,5.17,3.86
2019-04-17 18:00:00,4.43,2.79
2019-04-18 00:00:00,2.43,3.14
2019-04-18 06:00:00,2.17,2.79
2019-04-18 12:00:00,1.53,3.03
2019-04-18 18:00:00,3.74,2.27
2019-04-19 00:00:00,1.64,2.32
2019-04-19 06:00:00,2.29,6.64
2019-04-19 12:00:00,3.92,7.19
2019-04-19 18:00:00,0.54,5.66
2019-04-20 00:00:00,1.23,6.91
2019-04-20 06:00:00,0.98,6.13
2019-04-20 12:00:00,1.21,3.81
2019-04-20 18:00:00,2.47,2.10
2019-04-21 00:00:00,0.82,1.89
2019-04-21 06:00:00,3.61,0.68
2019-04-21 12:00:00,5.27,2.35
2019-04-21 18:00:00,6.48,2.29
2019-04-22 00:00:00,2.52,7.69
2019-04-22 06:00:00,5.53,11.51
2019-04-22 12:00:00,6.25,9.98
2019-04-22 18:00:00,2.79,7.94
2019-04-23 00:00:00,0.91,7.13
2019-04-23 06:00:00,4.62,6.59
2019-04-23 12:00:00,6.83,5.49
2019-04-23 18:00:00,6.31,4.82
2019-04-24 00:00:00,1.37,3.84
2019-04-24 06:00:00,7.92,4.93
2019-04-24 12:00:00,6.19,4.50
2019-04-24 18:00:00,2.55,2.18
2019-04-25 00:00:00,3.85,3.64
2019-04-25 06:00:00,7.46,2.95
2019-04-25 12:00:00,4.04,2.70
2019-04-25 18:00:00,5.93,3.17
2019-04-26 00:00:00,5.29,3.92
2019-04-26 06:00:00,6.82,3.21
2019-04-26 12:00:00,6.51,3.07
2019-04-26 18:00:00,11.47,2.34
2019-04-27 00:00:00,10.95,2.14
2019-04-27 06:00:00,11.56,1.74
2019-04-27 12:00:00,9.42,2.35
2019-04-27 18:00:00,6.68,2.27
2019-04-28 00:00:00,3.48,5.06
2019-04-28 06:00:00,1.05,7.48
2019-04-28 12:00:00,2.43,1.57
2019-04-28 18:00:00,2.53,1.15
2019-04-29 00:00:00,1.74,0.21
2019-04-29 06:00:00,3.48,5.34
2019-04-29 12:00:00,6.08,6.16
2019-04-29 18:00:00,6.75,4.48
2019-04-30 00:00:00,5.36,3.38
2019-04-30 06:00:00,8.22,1.99
2019-04-30 12:00:00,4.60,5.91
2019-04-30 18:00:00,8.74,3.96
2019-05-01 00:00:00,7.42,3.46
2019-05-01 06:00:00,6.52,2.65
2019-05-01 12:00:00,6.24,5.50
2019-05-01 18:00:00,9.27,4.16
2019-05-02 00:00:00,9.86,3.85
2019-05-02 06:00:00,9.50,4.99
2019-05-02 12:00:00,7.49,5.24
2019-05-02 18:00:00,8.99,3.67
2019-05-03 00:00:00,9.52,1.47
