,spd70,end_var
2019-04-01 12:00:00,10.04,5.02
2019-04-01 18:00:00,9.87,2.22
2019-04-02 00:00:00,7.79,0.89
2019-04-02 06:00:00,6.48,1.56
2019-04-02 12:00:00,6.17,2.47
2019-04-02 18:00:00,6.23,0.33
2019-04-03 00:00:00,7.87,2.13
2019-04-03 12:00:00,11.11,3.49
2019-04-03 18:00:00,10.00,3.56
2019-04-04 00:00:00,8.36,5.38
2019-04-04 06:00:00,5.68,8.34
2019-04-04 12:00:00,2.79,7.49
2019-04-04 18:00:00,1.95,7.02
2019-04-05 00:00:00,1.83,7.73
2019-04-05 06:00:00,2.26,12.52
2019-04-05 12:00:00,4.72,8.37
2019-04-05 18:00:00,3.80,7.09
2019-04-06 00:00:00,1.08,7.27
2019-04-06 06:00:00,3.73,7.44
2019-04-06 12:00:00,5.42,5.38
2019-04-06 18:00:00,6.03,4.36
2019-04-07 00:00:00,2.57,2.79
2019-04-07 06:00:00,2.85,1.38
2019-04-07 12:00:00,3.06,4.66
2019-04-07 18:00:00,3.83,3.67
2019-04-08 00:00:00,1.56,1.82
2019-04-08 06:00:00,3.22,4.52
2019-04-08 12:00:00,5.07,2.18
2019-04-08 18:00:00,7.82,2.36
2019-04-09 00:00:00,6.36,4.68
2019-04-09 06:00:00,8.25,7.74
2019-04-09 12:00:00,5.53,4.36
2019-04-09 18:00:00,7.03,4.68
2019-04-10 00:00:00,2.22,4.10
2019-04-10 06:00:00,6.66,5.41
2019-04-10 12:00:00,9.12,7.67
2019-04-10 18:00:00,10.47,4.99
2019-04-11 00:00:00,7.27,3.06
2019-04-11 06:00:00,4.39,2.57
2019-04-11 12:00:00,9.08,4.25
2019-04-11 18:00:00,7.54,2.53
2019-04-12 00:00:00,9.92,1.38
2019-04-12 06:00:00,8.82,8.65
2019-04-12 12:00:00,9.59,3.28
2019-04-12 18:00:00,8.08,6.85
2019-04-13 00:00:00,6.43,5.96
2019-04-13 06:00:00,4.06,8.03
2019-04-13 12:00:00,3.44,7.51
2019-04-13 18:00:00,2.84,6.13
2019-04-14 00:00:00,3.36,5.62
2019-04-14 06:00:00,1.31,5.91
2019-04-14 12:00:00,10.20,2.46
2019-04-14 18:00:00,11.46,3.52
2019-04-15 00:00:00,12.48,3.16
2019-04-15 06:00:00,10.40,3.47
2019-04-15 12:00:00,8.71,2.24
2019-04-15 18:00:00,9.71,1.58
2019-04-16 00:00:00,5.57,1.61
2019-04-16 06:00:00,1.17,1.93
2019-04-16 12:00:00,1.41,2.81
2019-04-16 18:00:00,2.83,2.63
2019-04-17 00:00:00,1.64,1.33
2019-04-17 06:00:00,3.75,1.25
2019-04-17 12:00:00,5.17,1.43
2019-04-17 18:00:00,4.43,1.40
2019-04-18 00:00:00,2.43,2.22
2019-04-18 06:00:00,2.17,1.63
2019-04-18 12:00:00,1.53,3.47
2019-04-18 18:00:00,3.74,2.60
2019-04-19 00:00:00,1.64,3.74
2019-04-19 06:00:00,2.29,6.45
2019-04-19 12:00:00,3.92,3.49
2019-04-19 18:00:00,0.54,1.92
2019-04-20 00:00:00,1.23,5.17
2019-04-20 06:00:00,0.98,3.02
2019-04-20 12:00:00,1.21,2.72
2019-04-20 18:00:00,2.47,2.06
2019-04-21 00:00:00,0.82,0.47
2019-04-21 06:00:00,3.61,3.29
2019-04-21 12:00:00,5.27,2.88
2019-04-21 18:00:00,6.48,6.10
2019-04-22 00:00:00,2.52,5.99
2019-04-22 06:00:00,5.53,10.81
2019-04-22 12:00:00,6.25,4.49
2019-04-22 18:00:00,2.79,10.83
2019-04-23 00:00:00,0.91,11.12
2019-04-23 06:00:00,4.62,8.77
2019-04-23 12:00:00,6.83,6.85
2019-04-23 18:00:00,6.31,4.17
2019-04-24 00:00:00,1.37,2.86
2019-04-24 06:00:00,7.92,1.79
2019-04-24 12:00:00,6.19,2.06
2019-04-24 18:00:00,2.55,0.92
2019-04-25 00:00:00,3.85,1.10
2019-04-25 06:00:00,7.46,4.34
2019-04-25 12:00:00,4.04,3.10
2019-04-25 18:00:00,5.93,3.24
2019-04-26 00:00:00,5.29,4.42
2019-04-26 06:00:00,6.82,7.96
2019-04-26 12:00:00,6.51,3.42
2019-04-26 18:00:00,11.47,3.88
2019-04-27 00:00:00,10.95,3.00
2019-04-27 06:00:00,11.56,6.89
2019-04-27 12:00:00,9.42,6.14
2019-04-27 18:00:00,6.68,3.00
2019-04-28 00:00:00,3.48,1.29
2019-04-28 06:00:00,1.05,1.17
2019-04-28 12:00:00,2.43,1.86
2019-04-28 18:00:00,2.53,1.07
2019-04-29 00:00:00,1.74,1.68
2019-04-29 06:00:00,3.48,2.15
2019-04-29 12:00:00,6.08,3.25
2019-04-29 18:00:00,6.75,2.45
2019-04-30 00:00:00,5.36,2.47
2019-04-30 06:00:00,8.22,1.99
2019-04-30 12:00:00,4.60,4.03
2019-04-30 18:00:00,8.74,4.04
2019-05-01 00:00:00,7.42,5.16
2019-05-01 06:00:00,6.52,6.94
2019-05-01 12:00:00,6.24,4.35
2019-05-01 18:00:00,9.27,5.74
2019-05-02 00:00:00,9.86,5.60
2019-05-02 06:00:00,9.50,5.39
2019-05-02 12:00:00,7.49,3.67
2019-05-02 18:00:00,8.99,3.66
2019-05-03 00:00:00,9.52,0.93
