,spd70,end_var
2019-03-01 00:00:00,7.84,2.22
2019-03-01 06:00:00,5.97,3.28
2019-03-01 12:00:00,8.04,2.45
2019-03-01 18:00:00,7.11,2.52
2019-03-02 00:00:00,4.41,0.69
2019-03-02 06:00:00,1.98,1.85
2019-03-02 12:00:00,1.04,0.90
2019-03-02 18:00:00,1.43,3.04
2019-03-03 00:00:00,3.24,4.10
2019-03-03 06:00:00,4.32,4.63
2019-03-03 12:00:00,1.93,3.47
2019-03-03 18:00:00,5.43,3.88
2019-03-04 00:00:00,6.08,4.10
2019-03-04 06:00:00,6.18,6.34
2019-03-04 12:00:00,8.66,4.04
2019-03-04 18:00:00,8.64,2.91
2019-03-05 00:00:00,10.24,3.63
2019-03-05 06:00:00,11.37,5.67
2019-03-05 12:00:00,2.51,3.38
2019-03-05 18:00:00,2.22,2.53
2019-03-06 00:00:00,3.04,4.30
2019-03-06 06:00:00,2.14,4.88
2019-03-06 12:00:00,8.51,6.20
2019-03-06 18:00:00,11.23,7.35
2019-03-07 00:00:00,8.90,8.30
2019-03-07 06:00:00,11.06,11.94
2019-03-07 12:00:00,10.66,7.03
2019-03-07 18:00:00,12.28,7.23
2019-03-08 00:00:00,12.79,3.34
2019-03-08 06:00:00,10.10,2.47
2019-03-08 12:00:00,10.78,2.67
2019-03-08 18:00:00,9.55,2.35
2019-03-09 00:00:00,9.28,3.78
2019-03-09 06:00:00,5.35,3.53
2019-03-09 12:00:00,2.59,4.30
2019-03-09 18:00:00,4.23,3.81
2019-03-10 00:00:00,3.12,2.68
2019-03-10 06:00:00,2.21,4.10
2019-03-10 12:00:00,3.79,2.95
2019-03-10 18:00:00,5.79,2.06
2019-03-11 00:00:00,6.15,1.65
2019-03-11 06:00:00,3.64,6.23
2019-03-11 12:00:00,3.82,8.88
2019-03-11 18:00:00,5.67,9.81
2019-03-12 00:00:00,5.35,8.15
2019-03-12 06:00:00,4.39,7.67
2019-03-12 12:00:00,3.45,8.47
2019-03-12 18:00:00,6.51,8.20
2019-03-13 00:00:00,7.88,7.49
2019-03-13 06:00:00,10.46,6.67
2019-03-13 12:00:00,11.47,2.43
2019-03-13 18:00:00,9.06,2.20
2019-03-14 00:00:00,4.54,1.95
2019-03-14 06:00:00,6.67,1.65
2019-03-14 12:00:00,10.14,3.24
2019-03-14 18:00:00,8.54,3.03
2019-03-15 00:00:00,6.78,5.43
2019-03-15 06:00:00,8.80,9.35
2019-03-15 12:00:00,5.29,8.52
2019-03-15 18:00:00,8.90,7.26
2019-03-16 00:00:00,10.42,8.13
2019-03-16 06:00:00,11.43,9.06
2019-03-16 12:00:00,9.68,7.78
2019-03-16 18:00:00,6.75,5.03
2019-03-17 00:00:00,6.69,2.67
2019-03-17 06:00:00,5.92,3.66
2019-03-17 12:00:00,8.30,6.87
2019-03-17 18:00:00,7.32,7.45
2019-03-18 00:00:00,2.46,6.70
2019-03-18 06:00:00,2.61,7.85
2019-03-18 12:00:00,0.45,5.89
2019-03-18 18:00:00,1.81,5.71
2019-03-19 00:00:00,4.31,5.85
2019-03-19 06:00:00,5.26,8.52
2019-03-19 12:00:00,5.84,7.84
2019-03-19 18:00:00,6.03,5.66
2019-03-20 00:00:00,2.09,4.46
2019-03-20 06:00:00,4.18,3.95
2019-03-20 12:00:00,7.58,4.24
2019-03-20 18:00:00,8.49,2.97
2019-03-21 00:00:00,7.97,1.40
2019-03-21 06:00:00,6.77,2.64
2019-03-21 12:00:00,4.54,2.31
2019-03-21 18:00:00,11.12,3.41
2019-03-22 00:00:00,10.70,3.35
2019-03-22 06:00:00,12.56,4.71
2019-03-22 12:00:00,11.33,1.74
2019-03-22 18:00:00,12.09,2.11
2019-03-23 00:00:00,11.33,2.49
2019-03-23 06:00:00,11.87,4.78
2019-03-23 12:00:00,13.61,2.79
2019-03-23 18:00:00,11.36,1.82
2019-03-24 00:00:00,11.49,2.36
2019-03-24 06:00:00,10.22,2.97
2019-03-24 12:00:00,9.53,2.96
2019-03-24 18:00:00,7.37,3.36
2019-03-25 00:00:00,5.31,5.92
2019-03-25 06:00:00,1.49,11.06
2019-03-25 12:00:00,3.78,7.95
2019-03-25 18:00:00,8.68,7.03
2019-03-26 00:00:00,7.43,5.71
2019-03-26 06:00:00,6.87,4.28
2019-03-26 12:00:00,5.65,2.68
2019-03-26 18:00:00,7.48,2.75
2019-03-27 00:00:00,1.07,4.46
2019-03-27 06:00:00,3.88,7.37
2019-03-27 12:00:00,6.30,5.73
2019-03-27 18:00:00,6.33,4.34
2019-03-28 00:00:00,6.89,2.03
2019-03-28 06:00:00,8.06,4.38
2019-03-28 12:00:00,9.56,3.25
2019-03-28 18:00:00,3.62,3.25
2019-03-29 00:00:00,6.54,0.63
2019-03-29 06:00:00,4.23,1.58
2019-03-29 12:00:00,7.10,0.93
2019-03-29 18:00:00,6.40,2.45
2019-03-30 00:00:00,3.95,2.64
2019-03-30 06:00:00,3.66,6.12
2019-03-30 12:00:00,6.49,3.49
2019-03-30 18:00:00,10.49,2.74
2019-03-31 00:00:00,13.23,3.39
2019-03-31 06:00:00,13.11,4.35
2019-03-31 12:00:00,12.81,4.07
2019-03-31 18:00:00,11.12,2.68
2019-04-01 00:00:00,11.52,3.85
2019-04-01 06:00:00,11.20,2.35
2019-04-01 12:00:00,10.04,4.80
2019-04-01 18:00:00,9.87,9.63
2019-04-02 00:00:00,7.79,4.27
2019-04-02 06:00:00,6.48,6.52
2019-04-02 12:00:00,6.17,4.59
2019-04-02 18:00:00,6.23,2.72
2019-04-03 00:00:00,7.87,1.64
2019-04-03 12:00:00,11.11,2.25
2019-04-03 18:00:00,10.00,1.95
2019-04-04 00:00:00,8.36,3.14
2019-04-04 06:00:00,5.68,6.02
2019-04-04 12:00:00,2.79,3.91
2019-04-04 18:00:00,1.95,5.14
2019-04-05 00:00:00,1.83,6.10
2019-04-05 06:00:00,2.26,10.51
2019-04-05 12:00:00,4.72,3.22
2019-04-05 18:00:00,3.80,3.91
2019-04-06 00:00:00,1.08,3.46
2019-04-06 06:00:00,3.73,3.42
2019-04-06 12:00:00,5.42,2.43
2019-04-06 18:00:00,6.03,4.27
2019-04-07 00:00:00,2.57,3.32
2019-04-07 06:00:00,2.85,2.22
2019-04-07 12:00:00,3.06,3.17
2019-04-07 18:00:00,3.83,1.22
2019-04-08 00:00:00,1.56,0.32
2019-04-08 06:00:00,3.22,4.52
2019-04-08 12:00:00,5.07,3.85
2019-04-08 18:00:00,7.82,1.79
2019-04-09 00:00:00,6.36,9.55
2019-04-09 06:00:00,8.25,13.44
2019-04-09 12:00:00,5.53,11.01
2019-04-09 18:00:00,7.03,8.66
2019-04-10 00:00:00,2.22,8.01
2019-04-10 06:00:00,6.66,5.88
2019-04-10 12:00:00,9.12,3.16
2019-04-10 18:00:00,10.47,2.71
2019-04-11 00:00:00,7.27,1.36
2019-04-11 06:00:00,4.39,2.97
2019-04-11 12:00:00,9.08,1.32
2019-04-11 18:00:00,7.54,2.81
2019-04-12 00:00:00,9.92,3.32
2019-04-12 06:00:00,8.82,3.20
2019-04-12 12:00:00,9.59,3.38
2019-04-12 18:00:00,8.08,2.77
2019-04-13 00:00:00,6.43,3.95
2019-04-13 06:00:00,4.06,6.91
2019-04-13 12:00:00,3.44,4.28
2019-04-13 18:00:00,2.84,4.66
2019-04-14 00:00:00,3.36,5.41
2019-04-14 06:00:00,1.31,5.31
2019-04-14 12:00:00,10.20,2.68
2019-04-14 18:00:00,11.46,2.15
2019-04-15 00:00:00,12.48,2.32
2019-04-15 06:00:00,10.40,8.45
2019-04-15 12:00:00,8.71,10.65
2019-04-15 18:00:00,9.71,9.65
2019-04-16 00:00:00,5.57,6.37
2019-04-16 06:00:00,1.17,5.37
2019-04-16 12:00:00,1.41,3.31
2019-04-16 18:00:00,2.83,2.60
2019-04-17 00:00:00,1.64,1.06
2019-04-17 06:00:00,3.75,2.60
2019-04-17 12:00:00,5.17,1.18
2019-04-17 18:00:00,4.43,2.20
2019-04-18 00:00:00,2.43,1.85
2019-04-18 06:00:00,2.17,3.91
2019-04-18 12:00:00,1.53,2.24
2019-04-18 18:00:00,3.74,2.11
2019-04-19 00:00:00,1.64,3.06
2019-04-19 06:00:00,2.29,4.63
2019-04-19 12:00:00,3.92,4.13
2019-04-19 18:00:00,0.54,2.25
2019-04-20 00:00:00,1.23,3.36
2019-04-20 06:00:00,0.98,2.67
2019-04-20 12:00:00,1.21,2.64
2019-04-20 18:00:00,2.47,3.57
2019-04-21 00:00:00,0.82,1.99
2019-04-21 06:00:00,3.61,4.06
2019-04-21 12:00:00,5.27,3.20
2019-04-21 18:00:00,6.48,2.18
2019-04-22 00:00:00,2.52,4.10
2019-04-22 06:00:00,5.53,3.71
2019-04-22 12:00:00,6.25,2.07
2019-04-22 18:00:00,2.79,2.28
2019-04-23 00:00:00,0.91,1.38
2019-04-23 06:00:00,4.62,1.35
2019-04-23 12:00:00,6.83,3.45
2019-04-23 18:00:00,6.31,2.50
2019-04-24 00:00:00,1.37,2.24
2019-04-24 06:00:00,7.92,2.38
2019-04-24 12:00:00,6.19,2.81
2019-04-24 18:00:00,2.55,3.68
2019-04-25 00:00:00,3.85,2.11
2019-04-25 06:00:00,7.46,3.82
2019-04-25 12:00:00,4.04,4.66
2019-04-25 18:00:00,5.93,2.47
2019-04-26 00:00:00,5.29,5.74
2019-04-26 06:00:00,6.82,7.37
2019-04-26 12:00:00,6.51,6.80
2019-04-26 18:00:00,11.47,3.35
2019-04-27 00:00:00,10.95,1.63
2019-04-27 06:00:00,11.56,1.82
2019-04-27 12:00:00,9.42,1.72
2019-04-27 18:00:00,6.68,0.78
2019-04-28 00:00:00,3.48,2.21
2019-04-28 06:00:00,1.05,4.64
2019-04-28 12:00:00,2.43,5.23
2019-04-28 18:00:00,2.53,4.99
2019-04-29 00:00:00,1.74,3.11
2019-04-29 06:00:00,3.48,3.96
2019-04-29 12:00:00,6.08,1.13
2019-04-29 18:00:00,6.75,3.47
2019-04-30 00:00:00,5.36,5.78
2019-04-30 06:00:00,8.22,1.46
2019-04-30 12:00:00,4.60,1.13
2019-04-30 18:00:00,8.74,5.41
2019-05-01 00:00:00,7.42,4.56
2019-05-01 06:00:00,6.52,4.11
2019-05-01 12:00:00,6.24,2.79
2019-05-01 18:00:00,9.27,2.02
2019-05-02 00:00:00,9.86,1.10
2019-05-02 06:00:00,9.50,2.02
2019-05-02 12:00:00,7.49,2.61
2019-05-02 18:00:00,8.99,1.72
2019-05-03 00:00:00,9.52,0.99
