,spd70,end_var
2019-02-27 18:00:00,6.16,2.39
2019-02-28 00:00:00,7.29,2.68
2019-02-28 06:00:00,5.95,2.54
2019-02-28 12:00:00,7.08,2.88
2019-02-28 18:00:00,9.06,2.89
2019-03-01 00:00:00,7.84,0.40
2019-03-01 06:00:00,5.97,1.86
2019-03-01 12:00:00,8.04,2.25
2019-03-01 18:00:00,7.11,2.24
2019-03-02 00:00:00,4.41,3.96
2019-03-02 06:00:00,1.98,6.39
2019-03-02 12:00:00,1.04,4.20
2019-03-02 18:00:00,1.43,4.77
2019-03-03 00:00:00,3.24,1.42
2019-03-03 06:00:00,4.32,3.17
2019-03-03 12:00:00,1.93,4.20
2019-03-03 18:00:00,5.43,2.40
2019-03-04 00:00:00,6.08,3.32
2019-03-04 06:00:00,6.18,3.28
2019-03-04 12:00:00,8.66,2.47
2019-03-04 18:00:00,8.64,4.78
2019-03-05 00:00:00,10.24,6.45
2019-03-05 06:00:00,11.37,3.11
2019-03-05 12:00:00,2.51,2.56
2019-03-05 18:00:00,2.22,2.18
2019-03-06 00:00:00,3.04,1.38
2019-03-06 06:00:00,2.14,4.39
2019-03-06 12:00:00,8.51,3.54
2019-03-06 18:00:00,11.23,1.57
2019-03-07 00:00:00,8.90,1.04
2019-03-07 06:00:00,11.06,5.46
2019-03-07 12:00:00,10.66,7.05
2019-03-07 18:00:00,12.28,6.05
2019-03-08 00:00:00,12.79,6.30
2019-03-08 06:00:00,10.10,4.99
2019-03-08 12:00:00,10.78,5.03
2019-03-08 18:00:00,9.55,4.52
2019-03-09 00:00:00,9.28,4.57
2019-03-09 06:00:00,5.35,3.82
2019-03-09 12:00:00,2.59,2.85
2019-03-09 18:00:00,4.23,2.20
2019-03-10 00:00:00,3.12,1.18
2019-03-10 06:00:00,2.21,1.45
2019-03-10 12:00:00,3.79,2.35
2019-03-10 18:00:00,5.79,2.56
2019-03-11 00:00:00,6.15,1.52
2019-03-11 06:00:00,3.64,6.05
2019-03-11 12:00:00,3.82,5.89
2019-03-11 18:00:00,5.67,5.25
2019-03-12 00:00:00,5.35,5.03
2019-03-12 06:00:00,4.39,5.60
2019-03-12 12:00:00,3.45,5.42
2019-03-12 18:00:00,6.51,5.71
2019-03-13 00:00:00,7.88,5.50
2019-03-13 06:00:00,10.46,8.21
2019-03-13 12:00:00,11.47,8.48
2019-03-13 18:00:00,9.06,8.01
2019-03-14 00:00:00,4.54,5.78
2019-03-14 06:00:00,6.67,4.73
2019-03-14 12:00:00,10.14,2.74
2019-03-14 18:00:00,8.54,2.04
2019-03-15 00:00:00,6.78,0.82
2019-03-15 06:00:00,8.80,2.45
2019-03-15 12:00:00,5.29,2.84
2019-03-15 18:00:00,8.90,3.20
2019-03-16 00:00:00,10.42,2.74
2019-03-16 06:00:00,11.43,0.97
2019-03-16 12:00:00,9.68,4.16
2019-03-16 18:00:00,6.75,4.39
2019-03-17 00:00:00,6.69,5.42
2019-03-17 06:00:00,5.92,6.07
2019-03-17 12:00:00,8.30,2.99
2019-03-17 18:00:00,7.32,2.92
2019-03-18 00:00:00,2.46,2.52
2019-03-18 06:00:00,2.61,5.92
2019-03-18 12:00:00,0.45,3.54
2019-03-18 18:00:00,1.81,4.30
2019-03-19 00:00:00,4.31,6.20
2019-03-19 06:00:00,5.26,7.02
2019-03-19 12:00:00,5.84,6.66
2019-03-19 18:00:00,6.03,5.62
2019-03-20 00:00:00,2.09,4.43
2019-03-20 06:00:00,4.18,4.17
2019-03-20 12:00:00,7.58,2.28
2019-03-20 18:00:00,8.49,2.17
2019-03-21 00:00:00,7.97,2.71
2019-03-21 06:00:00,6.77,2.45
2019-03-21 12:00:00,4.54,4.98
2019-03-21 18:00:00,11.12,6.34
2019-03-22 00:00:00,10.70,4.88
2019-03-22 06:00:00,12.56,2.91
2019-03-22 12:00:00,11.33,1.79
2019-03-22 18:00:00,12.09,3.17
2019-03-23 00:00:00,11.33,3.63
2019-03-23 06:00:00,11.87,3.21
2019-03-23 12:00:00,13.61,6.03
2019-03-23 18:00:00,11.36,7.59
2019-03-24 00:00:00,11.49,8.10
2019-03-24 06:00:00,10.22,7.48
2019-03-24 12:00:00,9.53,5.46
2019-03-24 18:00:00,7.37,4.18
2019-03-25 00:00:00,5.31,2.79
2019-03-25 06:00:00,1.49,3.77
2019-03-25 12:00:00,3.78,1.89
2019-03-25 18:00:00,8.68,1.60
2019-03-26 00:00:00,7.43,1.58
2019-03-26 06:00:00,6.87,3.54
2019-03-26 12:00:00,5.65,3.35
2019-03-26 18:00:00,7.48,4.21
2019-03-27 00:00:00,1.07,4.86
2019-03-27 06:00:00,3.88,6.23
2019-03-27 12:00:00,6.30,4.20
2019-03-27 18:00:00,6.33,4.92
2019-03-28 00:00:00,6.89,2.38
2019-03-28 06:00:00,8.06,3.43
2019-03-28 12:00:00,9.56,3.25
2019-03-28 18:00:00,3.62,5.64
2019-03-29 00:00:00,6.54,6.27
2019-03-29 06:00:00,4.23,3.79
2019-03-29 12:00:00,7.10,2.46
2019-03-29 18:00:00,6.40,2.49
2019-03-30 00:00:00,3.95,3.16
2019-03-30 06:00:00,3.66,6.34
2019-03-30 12:00:00,6.49,6.12
2019-03-30 18:00:00,10.49,5.46
2019-03-31 00:00:00,13.23,5.92
2019-03-31 06:00:00,13.11,5.91
2019-03-31 12:00:00,12.81,11.65
2019-03-31 18:00:00,11.12,9.56
2019-04-01 00:00:00,11.52,8.90
2019-04-01 06:00:00,11.20,8.30
2019-04-01 12:00:00,10.04,4.18
2019-04-01 18:00:00,9.87,3.45
2019-04-02 00:00:00,7.79,2.63
2019-04-02 06:00:00,6.48,4.85
2019-04-02 12:00:00,6.17,2.89
2019-04-02 18:00:00,6.23,1.97
2019-04-03 00:00:00,7.87,1.52
2019-04-03 12:00:00,11.11,3.66
2019-04-03 18:00:00,10.00,2.54
2019-04-04 00:00:00,8.36,0.75
2019-04-04 06:00:00,5.68,0.61
2019-04-04 12:00:00,2.79,2.63
2019-04-04 18:00:00,1.95,2.57
2019-04-05 00:00:00,1.83,3.70
2019-04-05 06:00:00,2.26,6.19
2019-04-05 12:00:00,4.72,3.38
2019-04-05 18:00:00,3.80,4.25
2019-04-06 00:00:00,1.08,3.49
2019-04-06 06:00:00,3.73,1.01
2019-04-06 12:00:00,5.42,0.68
2019-04-06 18:00:00,6.03,1.18
2019-04-07 00:00:00,2.57,2.95
2019-04-07 06:00:00,2.85,2.56
2019-04-07 12:00:00,3.06,2.70
2019-04-07 18:00:00,3.83,3.57
2019-04-08 00:00:00,1.56,1.74
2019-04-08 06:00:00,3.22,4.53
2019-04-08 12:00:00,5.07,3.61
2019-04-08 18:00:00,7.82,2.25
2019-04-09 00:00:00,6.36,3.17
2019-04-09 06:00:00,8.25,4.02
2019-04-09 12:00:00,5.53,4.89
2019-04-09 18:00:00,7.03,9.98
2019-04-10 00:00:00,2.22,9.01
2019-04-10 06:00:00,6.66,7.96
2019-04-10 12:00:00,9.12,6.16
2019-04-10 18:00:00,10.47,5.46
2019-04-11 00:00:00,7.27,4.50
2019-04-11 06:00:00,4.39,4.71
2019-04-11 12:00:00,9.08,4.09
2019-04-11 18:00:00,7.54,3.59
2019-04-12 00:00:00,9.92,1.32
2019-04-12 06:00:00,8.82,2.28
2019-04-12 12:00:00,9.59,2.53
2019-04-12 18:00:00,8.08,1.92
2019-04-13 00:00:00,6.43,1.61
2019-04-13 06:00:00,4.06,3.61
2019-04-13 12:00:00,3.44,3.39
2019-04-13 18:00:00,2.84,4.21
2019-04-14 00:00:00,3.36,3.20
2019-04-14 06:00:00,1.31,1.89
2019-04-14 12:00:00,10.20,3.09
2019-04-14 18:00:00,11.46,4.64
2019-04-15 00:00:00,12.48,3.82
2019-04-15 06:00:00,10.40,7.44
2019-04-15 12:00:00,8.71,3.47
2019-04-15 18:00:00,9.71,1.52
2019-04-16 00:00:00,5.57,0.68
2019-04-16 06:00:00,1.17,0.38
2019-04-16 12:00:00,1.41,2.42
2019-04-16 18:00:00,2.83,2.72
2019-04-17 00:00:00,1.64,3.57
2019-04-17 06:00:00,3.75,6.28
2019-04-17 12:00:00,5.17,3.27
2019-04-17 18:00:00,4.43,2.65
2019-04-18 00:00:00,2.43,2.35
2019-04-18 06:00:00,2.17,2.54
2019-04-18 12:00:00,1.53,2.70
2019-04-18 18:00:00,3.74,2.29
2019-04-19 00:00:00,1.64,2.42
2019-04-19 06:00:00,2.29,5.28
2019-04-19 12:00:00,3.92,2.46
2019-04-19 18:00:00,0.54,3.73
2019-04-20 00:00:00,1.23,4.68
2019-04-20 06:00:00,0.98,4.67
2019-04-20 12:00:00,1.21,4.59
2019-04-20 18:00:00,2.47,2.91
2019-04-21 00:00:00,0.82,1.70
2019-04-21 06:00:00,3.61,1.06
2019-04-21 12:00:00,5.27,1.53
2019-04-21 18:00:00,6.48,1.00
2019-04-22 00:00:00,2.52,1.85
2019-04-22 06:00:00,5.53,7.59
2019-04-22 12:00:00,6.25,13.27
2019-04-22 18:00:00,2.79,8.02
2019-04-23 00:00:00,0.91,6.92
2019-04-23 06:00:00,4.62,5.63
2019-04-23 12:00:00,6.83,5.99
2019-04-23 18:00:00,6.31,5.78
2019-04-24 00:00:00,1.37,5.43
2019-04-24 06:00:00,7.92,5.43
2019-04-24 12:00:00,6.19,3.67
2019-04-24 18:00:00,2.55,3.47
2019-04-25 00:00:00,3.85,3.85
2019-04-25 06:00:00,7.46,6.66
2019-04-25 12:00:00,4.04,6.25
2019-04-25 18:00:00,5.93,6.02
2019-04-26 00:00:00,5.29,4.59
2019-04-26 06:00:00,6.82,6.17
2019-04-26 12:00:00,6.51,4.77
2019-04-26 18:00:00,11.47,4.27
2019-04-27 00:00:00,10.95,2.38
2019-04-27 06:00:00,11.56,2.40
2019-04-27 12:00:00,9.42,3.52
2019-04-27 18:00:00,6.68,3.54
2019-04-28 00:00:00,3.48,4.18
2019-04-28 06:00:00,1.05,2.72
2019-04-28 12:00:00,2.43,0.42
2019-04-28 18:00:00,2.53,2.42
2019-04-29 00:00:00,1.74,1.75
2019-04-29 06:00:00,3.48,4.07
2019-04-29 12:00:00,6.08,0.72
2019-04-29 18:00:00,6.75,1.72
2019-04-30 00:00:00,5.36,1.61
2019-04-30 06:00:00,8.22,1.39
2019-04-30 12:00:00,4.60,1.43
2019-04-30 18:00:00,8.74,2.34
2019-05-01 00:00:00,7.42,4.06
2019-05-01 06:00:00,6.52,1.54
2019-05-01 12:00:00,6.24,2.92
2019-05-01 18:00:00,9.27,3.63
2019-05-02 00:00:00,9.86,4.23
2019-05-02 06:00:00,9.50,4.18
2019-05-02 12:00:00,7.49,4.98
2019-05-02 18:00:00,8.99,2.04
2019-05-03 00:00:00,9.52,0.53
