,spd70,end_var
2019-03-14 06:00:00,6.67,1.22
2019-03-14 12:00:00,10.14,2.10
2019-03-14 18:00:00,8.54,2.13
2019-03-15 00:00:00,6.78,1.32
2019-03-15 06:00:00,8.80,2.32
2019-03-15 12:00:00,5.29,2.49
2019-03-15 18:00:00,8.90,3.79
2019-03-16 00:00:00,10.42,5.30
2019-03-16 06:00:00,11.43,3.49
2019-03-16 12:00:00,9.68,3.22
2019-03-16 18:00:00,6.75,3.34
2019-03-17 00:00:00,6.69,2.50
2019-03-17 06:00:00,5.92,5.27
2019-03-17 12:00:00,8.30,3.71
2019-03-17 18:00:00,7.32,0.68
2019-03-18 00:00:00,2.46,1.13
2019-03-18 06:00:00,2.61,1.26
2019-03-18 12:00:00,0.45,2.81
2019-03-18 18:00:00,1.81,3.11
2019-03-19 00:00:00,4.31,4.38
2019-03-19 06:00:00,5.26,3.66
2019-03-19 12:00:00,5.84,3.61
2019-03-19 18:00:00,6.03,3.67
2019-03-20 00:00:00,2.09,1.40
2019-03-20 06:00:00,4.18,1.20
2019-03-20 12:00:00,7.58,2.07
2019-03-20 18:00:00,8.49,3.04
2019-03-21 00:00:00,7.97,4.02
2019-03-21 06:00:00,6.77,7.83
2019-03-21 12:00:00,4.54,4.86
2019-03-21 18:00:00,11.12,7.63
2019-03-22 00:00:00,10.70,7.96
2019-03-22 06:00:00,12.56,11.77
2019-03-22 12:00:00,11.33,7.31
2019-03-22 18:00:00,12.09,6.13
2019-03-23 00:00:00,11.33,7.74
2019-03-23 06:00:00,11.87,9.20
2019-03-23 12:00:00,13.61,7.31
2019-03-23 18:00:00,11.36,5.31
2019-03-24 00:00:00,11.49,5.91
2019-03-24 06:00:00,10.22,8.01
2019-03-24 12:00:00,9.53,6.39
2019-03-24 18:00:00,7.37,5.43
2019-03-25 00:00:00,5.31,5.41
2019-03-25 06:00:00,1.49,4.00
2019-03-25 12:00:00,3.78,2.63
2019-03-25 18:00:00,8.68,2.77
2019-03-26 00:00:00,7.43,2.77
2019-03-26 06:00:00,6.87,3.43
2019-03-26 12:00:00,5.65,3.07
2019-03-26 18:00:00,7.48,3.66
2019-03-27 00:00:00,1.07,0.44
2019-03-27 06:00:00,3.88,6.19
2019-03-27 12:00:00,6.30,3.06
2019-03-27 18:00:00,6.33,3.50
2019-03-28 00:00:00,6.89,5.06
2019-03-28 06:00:00,8.06,8.40
2019-03-28 12:00:00,9.56,5.62
2019-03-28 18:00:00,3.62,5.50
2019-03-29 00:00:00,6.54,6.67
2019-03-29 06:00:00,4.23,8.27
2019-03-29 12:00:00,7.10,10.54
2019-03-29 18:00:00,6.40,7.62
2019-03-30 00:00:00,3.95,7.26
2019-03-30 06:00:00,3.66,9.41
2019-03-30 12:00:00,6.49,5.13
2019-03-30 18:00:00,10.49,5.63
2019-03-31 00:00:00,13.23,4.46
2019-03-31 06:00:00,13.11,5.84
2019-03-31 12:00:00,12.81,5.49
2019-03-31 18:00:00,11.12,8.02
2019-04-01 00:00:00,11.52,8.33
2019-04-01 06:00:00,11.20,9.40
2019-04-01 12:00:00,10.04,9.12
2019-04-01 18:00:00,9.87,9.48
2019-04-02 00:00:00,7.79,7.17
2019-04-02 06:00:00,6.48,6.95
2019-04-02 12:00:00,6.17,5.60
2019-04-02 18:00:00,6.23,4.46
2019-04-03 00:00:00,7.87,3.96
2019-04-03 12:00:00,11.11,3.18
2019-04-03 18:00:00,10.00,2.84
2019-04-04 00:00:00,8.36,1.21
2019-04-04 06:00:00,5.68,2.96
2019-04-04 12:00:00,2.79,3.04
2019-04-04 18:00:00,1.95,2.18
2019-04-05 00:00:00,1.83,1.75
2019-04-05 06:00:00,2.26,2.63
2019-04-05 12:00:00,4.72,0.33
2019-04-05 18:00:00,3.80,1.70
2019-04-06 00:00:00,1.08,1.08
2019-04-06 06:00:00,3.73,1.64
2019-04-06 12:00:00,5.42,0.82
2019-04-06 18:00:00,6.03,2.08
2019-04-07 00:00:00,2.57,2.35
2019-04-07 06:00:00,2.85,4.49
2019-04-07 12:00:00,3.06,2.47
2019-04-07 18:00:00,3.83,2.59
2019-04-08 00:00:00,1.56,1.60
2019-04-08 06:00:00,3.22,1.81
2019-04-08 12:00:00,5.07,2.21
2019-04-08 18:00:00,7.82,0.97
2019-04-09 00:00:00,6.36,2.20
2019-04-09 06:00:00,8.25,5.35
2019-04-09 12:00:00,5.53,0.82
2019-04-09 18:00:00,7.03,2.50
2019-04-10 00:00:00,2.22,2.71
2019-04-10 06:00:00,6.66,5.31
2019-04-10 12:00:00,9.12,4.84
2019-04-10 18:00:00,10.47,2.71
2019-04-11 00:00:00,7.27,2.24
2019-04-11 06:00:00,4.39,2.65
2019-04-11 12:00:00,9.08,1.95
2019-04-11 18:00:00,7.54,2.42
2019-04-12 00:00:00,9.92,4.39
2019-04-12 06:00:00,8.82,6.44
2019-04-12 12:00:00,9.59,2.35
2019-04-12 18:00:00,8.08,2.74
2019-04-13 00:00:00,6.43,0.81
2019-04-13 06:00:00,4.06,1.07
2019-04-13 12:00:00,3.44,3.84
2019-04-13 18:00:00,2.84,6.32
2019-04-14 00:00:00,3.36,5.89
2019-04-14 06:00:00,1.31,5.38
2019-04-14 12:00:00,10.20,5.66
2019-04-14 18:00:00,11.46,5.64
2019-04-15 00:00:00,12.48,5.45
2019-04-15 06:00:00,10.40,5.49
2019-04-15 12:00:00,8.71,3.77
2019-04-15 18:00:00,9.71,2.39
2019-04-16 00:00:00,5.57,3.31
2019-04-16 06:00:00,1.17,3.09
2019-04-16 12:00:00,1.41,2.50
2019-04-16 18:00:00,2.83,2.35
2019-04-17 00:00:00,1.64,2.36
2019-04-17 06:00:00,3.75,2.27
2019-04-17 12:00:00,5.17,2.32
2019-04-17 18:00:00,4.43,3.56
2019-04-18 00:00:00,2.43,6.07
2019-04-18 06:00:00,2.17,9.52
2019-04-18 12:00:00,1.53,9.67
2019-04-18 18:00:00,3.74,5.52
2019-04-19 00:00:00,1.64,4.82
2019-04-19 06:00:00,2.29,3.16
2019-04-19 12:00:00,3.92,3.75
2019-04-19 18:00:00,0.54,2.47
2019-04-20 00:00:00,1.23,2.17
2019-04-20 06:00:00,0.98,3.06
2019-04-20 12:00:00,1.21,2.74
2019-04-20 18:00:00,2.47,3.11
2019-04-21 00:00:00,0.82,3.47
2019-04-21 06:00:00,3.61,6.78
2019-04-21 12:00:00,5.27,2.17
2019-04-21 18:00:00,6.48,1.74
2019-04-22 00:00:00,2.52,3.50
2019-04-22 06:00:00,5.53,5.57
2019-04-22 12:00:00,6.25,2.57
2019-04-22 18:00:00,2.79,2.77
2019-04-23 00:00:00,0.91,3.63
2019-04-23 06:00:00,4.62,6.27
2019-04-23 12:00:00,6.83,3.18
2019-04-23 18:00:00,6.31,2.20
2019-04-24 00:00:00,1.37,3.46
2019-04-24 06:00:00,7.92,4.45
2019-04-24 12:00:00,6.19,5.39
2019-04-24 18:00:00,2.55,4.85
2019-04-25 00:00:00,3.85,5.23
2019-04-25 06:00:00,7.46,10.09
2019-04-25 12:00:00,4.04,5.70
2019-04-25 18:00:00,5.93,7.03
2019-04-26 00:00:00,5.29,7.39
2019-04-26 06:00:00,6.82,8.81
2019-04-26 12:00:00,6.51,6.31
2019-04-26 18:00:00,11.47,8.76
2019-04-27 00:00:00,10.95,7.16
2019-04-27 06:00:00,11.56,8.73
2019-04-27 12:00:00,9.42,6.38
2019-04-27 18:00:00,6.68,5.62
2019-04-28 00:00:00,3.48,3.41
2019-04-28 06:00:00,1.05,2.65
2019-04-28 12:00:00,2.43,2.03
2019-04-28 18:00:00,2.53,1.71
2019-04-29 00:00:00,1.74,1.14
2019-04-29 06:00:00,3.48,4.30
2019-04-29 12:00:00,6.08,3.17
2019-04-29 18:00:00,6.75,2.71
2019-04-30 00:00:00,5.36,6.60
2019-04-30 06:00:00,8.22,6.60
2019-04-30 12:00:00,4.60,2.82
2019-04-30 18:00:00,8.74,5.28
2019-05-01 00:00:00,7.42,4.50
2019-05-01 06:00:00,6.52,2.57
2019-05-01 12:00:00,6.24,6.00
2019-05-01 18:00:00,9.27,7.81
2019-05-02 00:00:00,9.86,4.88
2019-05-02 06:00:00,9.50,5.81
2019-05-02 12:00:00,7.49,5.49
2019-05-02 18:00:00,8.99,6.24
2019-05-03 00:00:00,9.52,4.78
2019-05-03 06:00:00,13.17,3.46
2019-05-03 12:00:00,8.85,0.74
2019-05-03 18:00:00,10.98,0.68
2019-05-04 00:00:00,9.41,3.11
2019-05-04 06:00:00,8.31,5.77
2019-05-04 12:00:00,8.37,8.28
2019-05-04 18:00:00,8.47,3.82
2019-05-05 00:00:00,7.84,1.58
2019-05-05 06:00:00,8.15,5.77
2019-05-05 12:00:00,9.16,3.39
2019-05-05 18:00:00,9.37,3.17
2019-05-06 00:00:00,7.64,1.99
2019-05-06 06:00:00,12.17,2.84
2019-05-06 12:00:00,11.60,3.63
2019-05-06 18:00:00,13.23,3.18
2019-05-07 00:00:00,13.27,2.38
2019-05-07 06:00:00,13.22,4.14
2019-05-07 12:00:00,9.56,2.78
2019-05-07 18:00:00,7.92,2.06
2019-05-08 00:00:00,8.05,3.73
2019-05-08 06:00:00,6.44,3.52
2019-05-08 12:00:00,6.47,3.02
2019-05-08 18:00:00,6.73,2.42
2019-05-09 00:00:00,6.16,6.69
2019-05-09 06:00:00,2.91,5.09
2019-05-09 12:00:00,7.34,4.73
2019-05-09 18:00:00,7.42,2.11
2019-05-10 00:00:00,6.98,4.36
2019-05-10 06:00:00,4.88,4.95
2019-05-10 12:00:00,7.24,3.46
2019-05-10 18:00:00,5.77,4.06
2019-05-11 00:00:00,5.25,4.92
2019-05-11 06:00:00,6.37,8.06
2019-05-11 12:00:00,5.43,5.78
2019-05-11 18:00:00,6.73,8.38
2019-05-12 00:00:00,6.18,7.19
2019-05-12 06:00:00,6.37,9.04
2019-05-12 12:00:00,4.99,5.50
2019-05-12 18:00:00,5.34,6.85
2019-05-13 00:00:00,2.96,6.24
2019-05-13 06:00:00,2.80,8.01
2019-05-13 12:00:00,1.87,4.98
2019-05-13 18:00:00,3.25,4.57
2019-05-14 00:00:00,1.05,5.67
2019-05-14 06:00:00,3.13,4.30
2019-05-14 12:00:00,4.09,0.56
2019-05-14 18:00:00,2.55,2.15
2019-05-15 00:00:00,0.65,1.68
2019-05-15 06:00:00,2.05,0.01
2019-05-15 12:00:00,0.36,2.79
2019-05-15 18:00:00,3.45,4.49
2019-05-16 00:00:00,5.74,5.57
2019-05-16 06:00:00,2.29,5.45
2019-05-16 12:00:00,3.23,3.85
2019-05-16 18:00:00,1.11,5.39
2019-05-17 00:00:00,1.11,4.46
2019-05-17 06:00:00,2.90,6.48
2019-05-17 12:00:00,5.08,6.00
2019-05-17 18:00:00,1.60,6.12
2019-05-18 00:00:00,0.97,6.46
2019-05-18 06:00:00,2.44,4.85
2019-05-18 12:00:00,1.08,2.49
2019-05-18 18:00:00,2.22,2.59
2019-05-19 00:00:00,2.65,1.08
2019-05-19 06:00:00,6.64,0.56
2019-05-19 12:00:00,5.95,2.70
2019-05-19 18:00:00,2.89,2.49
2019-05-20 00:00:00,2.29,2.03
2019-05-20 06:00:00,12.99,4.21
2019-05-20 12:00:00,11.45,3.18
2019-05-20 18:00:00,7.80,2.89
2019-05-21 00:00:00,7.94,4.34
2019-05-21 06:00:00,7.25,6.21
2019-05-21 12:00:00,5.08,5.48
2019-05-21 18:00:00,3.39,5.14
2019-05-22 00:00:00,4.15,6.53
2019-05-22 06:00:00,2.70,8.69
2019-05-22 12:00:00,2.99,8.03
2019-05-22 18:00:00,1.36,6.49
2019-05-23 00:00:00,3.15,5.35
2019-05-23 06:00:00,5.78,6.76
2019-05-23 12:00:00,4.75,2.85
2019-05-23 18:00:00,7.40,2.89
2019-05-24 00:00:00,6.85,0.81
2019-05-24 06:00:00,7.59,3.50
2019-05-24 12:00:00,5.47,5.98
2019-05-24 18:00:00,5.15,4.10
2019-05-25 00:00:00,4.59,2.65
2019-05-25 06:00:00,1.32,2.96
2019-05-25 12:00:00,1.26,2.29
2019-05-25 18:00:00,0.23,2.32
2019-05-26 00:00:00,1.84,3.95
2019-05-26 06:00:00,2.86,1.67
2019-05-26 12:00:00,0.35,2.38
2019-05-26 18:00:00,2.37,4.36
2019-05-27 00:00:00,5.10,4.57
2019-05-27 06:00:00,6.25,4.52
2019-05-27 12:00:00,2.84,2.54
2019-05-27 18:00:00,1.20,2.13
2019-05-28 00:00:00,8.29,1.10
2019-05-28 06:00:00,9.44,2.45
2019-05-28 12:00:00,10.33,2.43
2019-05-28 18:00:00,9.00,2.97
2019-05-29 00:00:00,8.17,4.10
2019-05-29 06:00:00,8.38,5.24
2019-05-29 12:00:00,6.01,4.88
2019-05-29 18:00:00,6.70,4.04
2019-05-30 00:00:00,4.79,4.49
2019-05-30 06:00:00,3.95,5.66
2019-05-30 12:00:00,0.34,2.07
2019-05-30 18:00:00,0.84,2.53
2019-05-31 00:00:00,2.70,0.54
