0,1
2019-04-11 06:00:00,4.58
2019-04-11 12:00:00,4.10
2019-04-11 18:00:00,4.93
2019-04-12 00:00:00,5.35
2019-04-12 06:00:00,5.79
2019-04-12 12:00:00,5.92
2019-04-12 18:00:00,6.03
2019-04-13 00:00:00,5.48
2019-04-13 06:00:00,6.76
2019-04-13 12:00:00,6.04
2019-04-13 18:00:00,6.13
2019-04-14 00:00:00,6.78
2019-04-14 06:00:00,7.32
2019-04-14 12:00:00,6.96
2019-04-14 18:00:00,6.46
2019-04-15 00:00:00,5.98
2019-04-15 06:00:00,6.11
2019-04-15 12:00:00,6.20
2019-04-15 18:00:00,5.60
2019-04-16 00:00:00,5.08
2019-04-16 06:00:00,7.27
2019-04-16 12:00:00,6.27
2019-04-16 18:00:00,5.06
2019-04-17 00:00:00,5.29
2019-04-17 06:00:00,5.20
2019-04-17 12:00:00,6.08
2019-04-17 18:00:00,6.38
2019-04-18 00:00:00,5.77
2019-04-18 06:00:00,9.31
2019-04-18 12:00:00,8.34
2019-04-18 18:00:00,6.88
2019-04-19 00:00:00,6.03
2019-04-19 06:00:00,5.84
2019-04-19 12:00:00,6.02
2019-04-19 18:00:00,5.44
2019-04-20 00:00:00,5.58
2019-04-20 06:00:00,6.29
2019-04-20 12:00:00,5.42
2019-04-20 18:00:00,5.47
2019-04-21 00:00:00,5.02
2019-04-21 06:00:00,6.77
2019-04-21 12:00:00,5.44
2019-04-21 18:00:00,4.76
2019-04-22 00:00:00,4.32
2019-04-22 06:00:00,7.32
2019-04-22 12:00:00,6.16
2019-04-22 18:00:00,7.38
2019-04-23 00:00:00,6.36
2019-04-23 06:00:00,7.56
2019-04-23 12:00:00,5.33
2019-04-23 18:00:00,5.20
2019-04-24 00:00:00,5.05
2019-04-24 06:00:00,6.62
2019-04-24 12:00:00,6.29
2019-04-24 18:00:00,5.36
2019-04-25 00:00:00,5.51
2019-04-25 06:00:00,6.84
2019-04-25 12:00:00,7.23
2019-04-25 18:00:00,6.32
2019-04-26 00:00:00,6.15
2019-04-26 06:00:00,7.47
2019-04-26 12:00:00,7.11
2019-04-26 18:00:00,7.02
2019-04-27 00:00:00,6.54
2019-04-27 06:00:00,7.97
2019-04-27 12:00:00,7.32
2019-04-27 18:00:00,7.27
2019-04-28 00:00:00,6.52
2019-04-28 06:00:00,6.69
2019-04-28 12:00:00,5.33
2019-04-28 18:00:00,5.30
2019-04-29 00:00:00,5.35
2019-04-29 06:00:00,7.20
2019-04-29 12:00:00,6.76
2019-04-29 18:00:00,5.99
2019-04-30 00:00:00,6.43
2019-04-30 06:00:00,6.44
2019-04-30 12:00:00,4.99
2019-04-30 18:00:00,5.57
2019-05-01 00:00:00,5.68
2019-05-01 06:00:00,5.08
2019-05-01 12:00:00,6.97
2019-05-01 18:00:00,6.63
2019-05-02 00:00:00,5.94
2019-05-02 06:00:00,6.58
2019-05-02 12:00:00,6.02
2019-05-02 18:00:00,6.15
2019-05-03 00:00:00,6.25
2019-05-03 06:00:00,5.61
2019-05-03 12:00:00,4.49
2019-05-03 18:00:00,4.95
2019-05-04 00:00:00,5.82
2019-05-04 06:00:00,6.58
2019-05-04 12:00:00,7.28
2019-05-04 18:00:00,6.34
2019-05-05 00:00:00,5.83
2019-05-05 06:00:00,7.38
2019-05-05 12:00:00,6.36
2019-05-05 18:00:00,7.75
2019-05-06 00:00:00,7.26
2019-05-06 06:00:00,8.45
2019-05-06 12:00:00,6.94
2019-05-06 18:00:00,6.83
2019-05-07 00:00:00,5.79
2019-05-07 06:00:00,7.90
2019-05-07 12:00:00,6.50
2019-05-07 18:00:00,6.49
2019-05-08 00:00:00,5.18
2019-05-08 06:00:00,5.31
2019-05-08 12:00:00,6.11
2019-05-08 18:00:00,4.98
2019-05-09 00:00:00,5.81
2019-05-09 06:00:00,5.96
2019-05-09 12:00:00,6.05
2019-05-09 18:00:00,5.63
2019-05-10 00:00:00,6.47
2019-05-10 06:00:00,7.53
2019-05-10 12:00:00,5.89
2019-05-10 18:00:00,5.90
2019-05-11 00:00:00,5.42
2019-05-11 06:00:00,6.03
2019-05-11 12:00:00,5.53
2019-05-11 18:00:00,6.46
2019-05-12 00:00:00,6.51
2019-05-12 06:00:00,7.87
2019-05-12 12:00:00,6.98
2019-05-12 18:00:00,7.02
2019-05-13 00:00:00,6.15
2019-05-13 06:00:00,6.56
2019-05-13 12:00:00,6.12
2019-05-13 18:00:00,5.82
2019-05-14 00:00:00,5.89
2019-05-14 06:00:00,5.47
2019-05-14 12:00:00,4.47
2019-05-14 18:00:00,4.97
2019-05-15 00:00:00,4.50
2019-05-15 06:00:00,5.28
2019-05-15 12:00:00,5.19
2019-05-15 18:00:00,5.90
2019-05-16 00:00:00,5.92
2019-05-16 06:00:00,6.99
2019-05-16 12:00:00,5.58
2019-05-16 18:00:00,5.78
2019-05-17 00:00:00,5.54
2019-05-17 06:00:00,5.54
2019-05-17 12:00:00,5.88
2019-05-17 18:00:00,5.04
2019-05-18 00:00:00,4.95
2019-05-18 06:00:00,5.01
2019-05-18 12:00:00,4.38
2019-05-18 18:00:00,5.37
2019-05-19 00:00:00,5.55
2019-05-19 06:00:00,7.14
2019-05-19 12:00:00,5.24
2019-05-19 18:00:00,5.54
2019-05-20 00:00:00,5.71
2019-05-20 06:00:00,5.97
2019-05-20 12:00:00,6.18
2019-05-20 18:00:00,6.28
2019-05-21 00:00:00,6.56
2019-05-21 06:00:00,7.89
2019-05-21 12:00:00,6.63
2019-05-21 18:00:00,6.32
2019-05-22 00:00:00,6.56
2019-05-22 06:00:00,7.31
2019-05-22 12:00:00,6.95
2019-05-22 18:00:00,6.07
2019-05-23 00:00:00,6.47
2019-05-23 06:00:00,6.64
2019-05-23 12:00:00,5.49
2019-05-23 18:00:00,5.64
2019-05-24 00:00:00,5.12
2019-05-24 06:00:00,5.97
2019-05-24 12:00:00,5.89
2019-05-24 18:00:00,5.07
2019-05-25 00:00:00,4.02
2019-05-25 06:00:00,4.98
2019-05-25 12:00:00,4.51
2019-05-25 18:00:00,4.92
2019-05-26 00:00:00,4.70
2019-05-26 06:00:00,5.01
2019-05-26 12:00:00,5.10
2019-05-26 18:00:00,5.40
2019-05-27 00:00:00,6.00
2019-05-27 06:00:00,7.01
2019-05-27 12:00:00,5.33
2019-05-27 18:00:00,5.12
2019-05-28 00:00:00,5.38
2019-05-28 06:00:00,6.27
2019-05-28 12:00:00,5.36
2019-05-28 18:00:00,5.19
2019-05-29 00:00:00,5.23
2019-05-29 06:00:00,6.27
2019-05-29 12:00:00,6.24
2019-05-29 18:00:00,5.67
2019-05-30 00:00:00,5.56
2019-05-30 06:00:00,6.39
2019-05-30 12:00:00,4.85
2019-05-30 18:00:00,4.85
2019-05-31 00:00:00,4.77
