,spd70,end_var
2019-04-29 18:00:00,6.75,4.49
2019-04-30 00:00:00,5.36,3.60
2019-04-30 06:00:00,8.22,5.35
2019-04-30 12:00:00,4.60,3.75
2019-04-30 18:00:00,8.74,3.09
2019-05-01 00:00:00,7.42,3.00
2019-05-01 06:00:00,6.52,2.96
2019-05-01 12:00:00,6.24,3.92
2019-05-01 18:00:00,9.27,2.00
2019-05-02 00:00:00,9.86,2.31
2019-05-02 06:00:00,9.50,3.14
2019-05-02 12:00:00,7.49,2.03
2019-05-02 18:00:00,8.99,2.88
2019-05-03 00:00:00,9.52,3.61
2019-05-03 06:00:00,13.17,3.22
2019-05-03 12:00:00,8.85,3.31
2019-05-03 18:00:00,10.98,5.06
2019-05-04 00:00:00,9.41,4.55
2019-05-04 06:00:00,8.31,7.51
2019-05-04 12:00:00,8.37,6.27
2019-05-04 18:00:00,8.47,6.39
2019-05-05 00:00:00,7.84,7.24
2019-05-05 06:00:00,8.15,12.50
2019-05-05 12:00:00,9.16,8.69
2019-05-05 18:00:00,9.37,9.37
2019-05-06 00:00:00,7.64,7.99
2019-05-06 06:00:00,12.17,10.66
2019-05-06 12:00:00,11.60,5.96
2019-05-06 18:00:00,13.23,6.81
2019-05-07 00:00:00,13.27,1.47
2019-05-07 06:00:00,13.22,4.03
2019-05-07 12:00:00,9.56,5.46
2019-05-07 18:00:00,7.92,4.89
2019-05-08 00:00:00,8.05,1.74
2019-05-08 06:00:00,6.44,1.82
2019-05-08 12:00:00,6.47,4.20
2019-05-08 18:00:00,6.73,1.21
2019-05-09 00:00:00,6.16,2.45
2019-05-09 06:00:00,2.91,7.63
2019-05-09 12:00:00,7.34,6.39
2019-05-09 18:00:00,7.42,4.25
2019-05-10 00:00:00,6.98,4.73
2019-05-10 06:00:00,4.88,5.98
2019-05-10 12:00:00,7.24,3.06
2019-05-10 18:00:00,5.77,3.14
2019-05-11 00:00:00,5.25,1.90
2019-05-11 06:00:00,6.37,1.85
2019-05-11 12:00:00,5.43,2.71
2019-05-11 18:00:00,6.73,3.56
2019-05-12 00:00:00,6.18,2.71
2019-05-12 06:00:00,6.37,5.28
2019-05-12 12:00:00,4.99,3.95
2019-05-12 18:00:00,5.34,3.98
2019-05-13 00:00:00,2.96,3.09
2019-05-13 06:00:00,2.80,2.86
2019-05-13 12:00:00,1.87,3.82
2019-05-13 18:00:00,3.25,3.02
2019-05-14 00:00:00,1.05,3.18
2019-05-14 06:00:00,3.13,5.37
2019-05-14 12:00:00,4.09,3.91
2019-05-14 18:00:00,2.55,2.65
2019-05-15 00:00:00,0.65,3.68
2019-05-15 06:00:00,2.05,2.17
2019-05-15 12:00:00,0.36,1.89
2019-05-15 18:00:00,3.45,2.53
2019-05-16 00:00:00,5.74,3.17
2019-05-16 06:00:00,2.29,4.45
2019-05-16 12:00:00,3.23,3.56
2019-05-16 18:00:00,1.11,3.54
2019-05-17 00:00:00,1.11,3.82
2019-05-17 06:00:00,2.90,3.22
2019-05-17 12:00:00,5.08,2.95
2019-05-17 18:00:00,1.60,1.75
2019-05-18 00:00:00,0.97,0.83
2019-05-18 06:00:00,2.44,1.29
2019-05-18 12:00:00,1.08,0.21
2019-05-18 18:00:00,2.22,2.75
2019-05-19 00:00:00,2.65,2.89
2019-05-19 06:00:00,6.64,4.98
2019-05-19 12:00:00,5.95,5.18
2019-05-19 18:00:00,2.89,3.20
2019-05-20 00:00:00,2.29,4.17
2019-05-20 06:00:00,12.99,3.81
2019-05-20 12:00:00,11.45,3.13
2019-05-20 18:00:00,7.80,2.40
2019-05-21 00:00:00,7.94,2.47
2019-05-21 06:00:00,7.25,4.10
2019-05-21 12:00:00,5.08,4.20
2019-05-21 18:00:00,3.39,3.68
2019-05-22 00:00:00,4.15,5.31
2019-05-22 06:00:00,2.70,4.21
2019-05-22 12:00:00,2.99,5.05
2019-05-22 18:00:00,1.36,2.57
2019-05-23 00:00:00,3.15,4.59
2019-05-23 06:00:00,5.78,4.00
2019-05-23 12:00:00,4.75,2.68
2019-05-23 18:00:00,7.40,4.59
2019-05-24 00:00:00,6.85,5.21
2019-05-24 06:00:00,7.59,5.03
2019-05-24 12:00:00,5.47,3.20
2019-05-24 18:00:00,5.15,2.54
2019-05-25 00:00:00,4.59,2.61
2019-05-25 06:00:00,1.32,3.39
2019-05-25 12:00:00,1.26,2.17
2019-05-25 18:00:00,0.23,3.50
2019-05-26 00:00:00,1.84,2.06
2019-05-26 06:00:00,2.86,2.29
2019-05-26 12:00:00,0.35,2.25
2019-05-26 18:00:00,2.37,2.34
2019-05-27 00:00:00,5.10,3.42
2019-05-27 06:00:00,6.25,3.82
2019-05-27 12:00:00,2.84,2.36
2019-05-27 18:00:00,1.20,4.61
2019-05-28 00:00:00,8.29,4.27
2019-05-28 06:00:00,9.44,4.34
2019-05-28 12:00:00,10.33,4.64
2019-05-28 18:00:00,9.00,4.66
2019-05-29 00:00:00,8.17,5.30
2019-05-29 06:00:00,8.38,7.45
2019-05-29 12:00:00,6.01,7.05
2019-05-29 18:00:00,6.70,5.80
2019-05-30 00:00:00,4.79,5.73
2019-05-30 06:00:00,3.95,5.98
2019-05-30 12:00:00,0.34,5.10
2019-05-30 18:00:00,0.84,3.82
2019-05-31 00:00:00,2.70,2.63
